vendor_record_id,vendor_id,vendor_name,vendor_country,vendor_region,vendor_tier,vendor_category,snapshot_month,on_time_delivery_rate,quality_acceptance_rate,quality_rejection_count,defect_rate_pct,lead_time_avg_days,lead_time_variance_days,contract_lead_time_days,procurement_spend_usd,purchase_order_count,invoice_accuracy_rate,payment_terms_days,days_payable_outstanding,contract_start_date,contract_expiry_date,concentration_risk_pct,financial_stability_score,esg_compliance_score,past_disruption_count,active_dispute_flag,preferred_vendor_flag,vris_score,risk_category,lead_time_inconsistency_flag,contract_expired_flag,contract_renewal_due_flag,year,product_cost_competitiveness_score,cost_benchmark_order_count,otd_score,quality_score,risk_performance_score,cost_efficiency_score,lead_time_score,supplier_score
VR-00007065,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2021-09-01,81.17,75.53,1,0.159,11.83,0.73,10,126077.11,14,100.0,30,37.37,2017-05-01,2022-04-20,37.1,46.96,67.82,1,0,0,71.01,High,False,False,False,2021,11.831733559741942,27,81.17,75.53,28.989999999999995,38.28221349181936,86.1646830092984,63.92
VR-00007066,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2021-10-01,62.22,72.78,4,0.072,67.81,0.44,49,58679.1,12,93.95,30,22.89,2017-05-01,2019-10-02,31.3,61.02,66.4,0,0,0,68.66,Medium,True,True,False,2021,11.831733559741942,27,62.22,72.78,31.340000000000003,36.46721349181936,77.62899096816135,56.6
VR-00007067,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2021-11-01,88.73,75.21,3,0.162,37.98,5.57,33,74957.34,10,92.9,30,41.72,2017-05-01,2021-01-31,34.23,67.39,58.22,1,0,0,16.59,Low,False,True,False,2021,11.831733559741942,27,88.73,75.21,83.41,36.15221349181936,86.1345109866437,76.69
VR-00007068,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2021-12-01,70.78,73.73,1,0.08,65.35,1.91,59,27319.82,12,91.01,30,29.03,2017-05-01,2021-08-11,4.57,67.09,48.06,0,0,0,74.08,High,False,True,False,2021,11.831733559741942,27,70.78,73.73,25.92,35.58521349181936,91.57901521144296,60.24
VR-00007069,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2022-01-01,78.71,74.22333333333333,5,0.139,28.14,3.83,28,228409.64,11,100.0,30,17.28,2017-05-01,2020-02-20,6.26,70.02,62.54,1,0,0,80.33,High,False,True,False,2022,29.600865603933084,25,78.71,74.22333333333333,19.67,50.72060592275316,96.86627576403697,64.53
VR-00007070,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2022-02-01,78.85,86.64,3,0.079,44.96,1.29,53,4361.47,15,98.79,30,29.97,2017-05-01,2019-12-10,21.69,42.96,57.07,0,0,0,72.96,High,False,True,False,2022,29.600865603933084,25,78.85,86.64,27.040000000000006,50.35760592275316,99.51320754716981,68.87
VR-00007071,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2022-03-01,77.8,74.41,3,0.205,61.56,0.16,44,17756.92,11,86.34,30,12.3,2017-05-01,2019-09-09,10.14,45.38,40.51,0,0,0,69.57,Medium,True,True,False,2022,29.600865603933084,25,77.8,74.41,30.430000000000007,46.62260592275316,77.10725973182113,62.87
VR-00007072,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2022-04-01,76.31,68.38,2,0.109,26.59,1.83,28,25771.65,11,94.24,30,36.77,2017-05-01,2021-02-10,24.02,67.72,44.62,1,0,0,71.58,High,False,True,False,2022,29.600865603933084,25,76.31,68.38,28.42,48.99260592275316,98.69285714285715,64.41
VR-00007073,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2022-05-01,83.25,77.78,2,0.067,17.82,3.3,20,51628.79,11,99.64,30,25.19,2017-05-01,2020-01-04,3.57,73.59,66.92,0,0,0,82.21,High,False,True,False,2022,29.600865603933084,25,83.25,77.78,17.790000000000006,50.61260592275316,96.7,66.19
VR-00007074,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2022-06-01,74.21,77.52,5,0.108,42.8,5.45,54,5916.01,14,85.81,30,37.69,2017-05-01,2021-09-15,32.99,99.59,66.96,1,0,0,79.3,High,True,True,False,2022,29.600865603933084,25,74.21,77.52,20.700000000000003,46.46360592275316,97.98148148148148,63.57
VR-00007075,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2022-07-01,61.41,78.43,3,0.108,30.75,3.73,33,17673.34,15,96.85,30,14.33,2017-05-01,2022-03-27,40.41,60.97,59.13,1,0,0,67.77,Medium,False,True,False,2022,29.600865603933084,25,61.41,78.43,32.230000000000004,49.77560592275316,97.73939393939395,62.68
VR-00007076,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2022-08-01,76.63,71.16,3,0.629,11.97,0.33,13,90140.06,11,94.69,30,33.56,2017-05-01,2021-10-18,34.88,59.66,46.66,0,0,0,69.22,Medium,False,True,False,2022,29.600865603933084,25,76.63,71.16,30.78,49.12760592275316,99.49230769230769,65.67
VR-00007077,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2022-09-01,70.6,78.51,2,0.49,66.87,0.01,53,14999.49,14,82.3,30,38.31,2017-05-01,2020-06-01,31.65,85.65,69.38,0,1,0,75.9,High,True,True,False,2022,29.600865603933084,25,70.6,78.51,24.099999999999994,45.410605922753156,83.40283625508238,61.02
VR-00007078,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2022-10-01,78.95,68.87,1,0.162,66.03,4.28,59,191610.24,9,84.49,30,38.53,2017-05-01,2019-07-19,40.58,49.01,64.1,0,0,0,67.09,Medium,False,True,False,2022,29.600865603933084,25,78.95,68.87,32.91,46.06760592275316,90.03181193961656,64.46
VR-00007079,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2022-11-01,79.29,70.07,2,0.871,42.39,3.06,37,46945.77,8,93.6,30,39.11,2017-05-01,2019-06-15,3.12,59.42,72.87,0,0,0,76.9,High,False,True,False,2022,29.600865603933084,25,79.29,70.07,23.099999999999994,48.80060592275316,88.17373551895845,62.97
VR-00007080,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2022-12-01,58.62,82.56,3,0.034,53.03,3.22,48,70016.52,13,83.42,30,23.85,2017-05-01,2022-04-16,32.68,80.78,58.94,1,0,0,71.66,High,False,True,False,2022,29.600865603933084,25,58.62,82.56,28.340000000000003,45.74660592275316,91.07017568671822,60.29
VR-00007081,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2023-01-01,77.4,66.47,5,0.127,11.3,0.99,11,25473.63,14,91.56,30,43.82,2017-05-01,2021-02-10,38.18,45.17,54.61,0,0,0,22.0,Low,False,True,False,2023,29.128506100119097,24,77.4,66.47,78.0,47.85795427008337,96.07610619469027,73.7
VR-00007082,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2023-02-01,57.64,73.08,6,0.671,42.29,0.9,58,33723.75,14,89.94,30,31.44,2017-05-01,2019-08-08,15.97,51.31,54.85,0,0,0,66.37,Medium,True,True,False,2023,29.128506100119097,24,57.64,73.08,33.629999999999995,47.371954270083364,99.6896551724138,60.69
VR-00007083,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2023-03-01,67.07,79.89,1,0.058,11.51,1.62,13,3953.06,8,98.48,30,25.69,2017-05-01,2020-07-06,19.02,58.16,34.23,0,0,0,69.8,Medium,False,True,False,2023,29.128506100119097,24,67.07,79.89,30.200000000000003,49.93395427008336,97.50769230769231,64.26
VR-00007084,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2023-04-01,85.7,77.73,2,0.191,39.64,5.05,44,6630.95,13,95.59,30,31.24,2017-05-01,2021-02-13,29.28,24.79,43.12,1,0,0,66.41,Medium,False,True,False,2023,29.128506100119097,24,85.7,77.73,33.59,49.066954270083365,97.70454545454545,69.99
VR-00007085,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2023-05-01,68.18,67.11,3,0.187,17.64,2.0,15,39419.93,17,95.18,30,32.4,2017-05-01,2021-02-22,42.5,68.97,80.86,0,0,0,70.49,High,False,True,False,2023,29.128506100119097,24,68.18,67.11,29.510000000000005,48.94395427008337,85.36054421768708,59.92
VR-00007086,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2023-06-01,70.11,77.24,1,0.022,23.69,0.77,23,15430.07,22,89.31,30,24.58,2017-05-01,2022-04-22,18.16,100.0,68.13,0,0,0,81.0,High,False,True,False,2023,29.128506100119097,24,70.11,77.24,19.0,47.182954270083364,97.00033769523006,61.91
VR-00007087,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2023-07-01,74.93,77.97,4,0.108,10.97,0.85,8,23251.43,10,92.68,30,41.44,2017-05-01,2020-05-19,17.83,87.06,71.13,0,0,0,80.45,High,True,True,False,2023,29.128506100119097,24,74.93,77.97,19.549999999999997,48.19395427008337,76.21592980856883,60.64
VR-00007088,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2023-08-01,74.12,77.72666666666666,6,0.39,24.93,1.23,24,11042.92,12,93.11,30,36.22,2017-05-01,2020-12-07,20.41,85.14,61.96,1,0,0,75.66,High,False,True,False,2023,29.128506100119097,24,74.12,77.72666666666666,24.340000000000003,48.322954270083365,95.99064380264744,64.3
VR-00007089,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2023-09-01,61.99,84.01,1,0.15,37.52,7.6,45,5033.56,15,90.08,30,22.84,2017-05-01,2021-10-31,24.43,67.51,51.37,2,0,0,71.28,High,False,True,False,2023,29.128506100119097,24,61.99,84.01,28.72,47.413954270083366,96.62222222222222,62.75
VR-00007090,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2023-10-01,79.96,81.25,1,0.473,24.54,1.1,22,13281.73,8,92.14,30,26.39,2017-05-01,2019-11-05,40.86,44.41,49.38,0,0,0,68.14,Medium,False,True,False,2023,29.128506100119097,24,79.96,81.25,31.86,48.03195427008336,90.719641401793,67.42
VR-00007091,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2023-11-01,71.35,82.17,1,0.057,47.91,0.68,48,123497.97,16,90.64,30,37.73,2017-05-01,2021-01-24,41.1,44.45,59.54,0,0,0,67.32,Medium,False,True,False,2023,29.128506100119097,24,71.35,82.17,32.68000000000001,47.581954270083365,99.71666666666667,66.47
VR-00007092,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2023-12-01,74.3,67.77,2,0.214,24.08,1.63,24,3456.08,15,90.99,30,18.98,2017-05-01,2020-08-19,26.69,85.29,62.15,1,0,0,75.5,High,False,True,False,2023,29.128506100119097,24,74.3,67.77,24.5,47.68695427008336,98.37588593576966,62.65
VR-00007093,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2024-01-01,67.97,72.26333333333332,3,0.091,54.16,4.12,50,21998.12,11,95.65,30,25.75,2017-05-01,2020-07-28,38.96,66.46,69.85,0,0,0,71.04,High,False,True,False,2024,53.895132622290895,33,67.97,72.26333333333332,28.959999999999994,66.42159283560363,92.2072437223043,64.43
VR-00007094,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2024-02-01,81.7,77.77,3,0.094,22.22,0.81,22,17468.17,6,93.36,30,32.1,2017-05-01,2021-11-14,9.37,48.6,62.22,0,0,0,14.83,Low,False,True,False,2024,53.895132622290895,33,81.7,77.77,85.17,65.73459283560362,98.47155715571559,81.73
VR-00007095,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2024-03-01,76.77,77.58,4,0.179,39.04,1.43,56,13191.45,13,97.69,30,29.41,2017-05-01,2020-12-23,41.92,47.14,65.66,2,0,0,69.18,Medium,True,True,False,2024,53.895132622290895,33,76.77,77.58,30.819999999999993,67.03359283560363,99.48928571428571,69.69
VR-00007096,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2024-04-01,67.16,73.14,2,0.389,30.75,1.07,27,24114.81,8,95.96,30,33.52,2017-05-01,2020-04-25,44.54,70.91,44.68,3,0,0,67.98,Medium,False,True,False,2024,53.895132622290895,33,67.16,73.14,32.019999999999996,66.51459283560362,89.4513098464318,64.57
VR-00007097,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2024-05-01,72.82,73.44,5,0.318,29.96,0.55,26,100546.2,14,95.51,30,20.04,2017-05-01,2019-06-24,30.48,51.11,62.42,0,0,0,69.34,Medium,False,True,False,2024,53.895132622290895,33,72.82,73.44,30.659999999999997,66.37959283560363,89.00282427852521,65.97
VR-00007098,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2024-06-01,73.61,75.7,2,0.033,9.5,0.81,9,10362.56,8,92.17,30,29.38,2017-05-01,2020-02-11,21.39,66.46,57.07,0,0,0,69.57,Medium,False,True,False,2024,53.895132622290895,33,73.61,75.7,30.430000000000007,65.37759283560362,93.98947368421052,67.21
VR-00007099,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2024-07-01,73.97,67.14,4,0.061,29.3,2.9,32,5225.23,8,100.0,30,48.27,2017-05-01,2021-03-02,2.72,56.08,59.64,1,0,0,73.69,High,False,True,False,2024,53.895132622290895,33,73.97,67.14,26.310000000000002,67.72659283560363,98.1875,65.77
VR-00007100,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2024-08-01,79.86,75.18,4,0.104,10.99,0.63,12,304114.22,18,89.08,30,25.91,2017-05-01,2019-05-16,15.14,45.12,61.05,0,0,0,71.77,High,False,True,False,2024,53.895132622290895,33,79.86,75.18,28.230000000000004,64.45059283560363,98.95,69.15
VR-00007101,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2024-09-01,59.43,83.53,1,0.283,54.82,4.0,59,38206.65,7,84.29,30,31.79,2017-05-01,2022-03-15,41.38,66.46,59.51,0,0,0,72.17,High,False,True,False,2024,53.895132622290895,33,59.43,83.53,27.83,63.01359283560363,98.64406779661017,64.35
VR-00007102,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2024-10-01,78.51,75.2,4,0.063,61.97,1.52,49,10707.28,6,88.01,30,43.65,2017-05-01,2019-09-25,34.82,66.46,70.1,0,0,0,71.92,High,True,True,False,2024,53.895132622290895,33,78.51,75.2,28.08,64.12959283560363,82.63600623079634,66.22
VR-00007103,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2024-11-01,79.26,79.54,0,0.559,43.25,0.56,47,56926.76,15,91.02,30,21.07,2017-05-01,2019-11-27,13.33,66.46,60.72,0,0,0,77.19,High,False,True,False,2024,53.895132622290895,33,79.26,79.54,22.810000000000002,65.03259283560362,99.76170212765958,68.97
VR-00007104,VND-000173,Brown Group,Philippines,MEA,Tier-3,Industrial Parts,2024-12-01,67.82,71.23,5,0.118,8.47,0.2,10,25002.64,13,94.04,30,47.56,2017-05-01,2021-01-08,29.18,66.46,57.59,1,0,0,67.33,Medium,False,True,False,2024,53.895132622290895,33,67.82,71.23,32.67,65.93859283560363,99.6,65.96
VR-00002449,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2021-01-01,99.73,89.71,2,0.16,37.05,4.99,36,23679.39,23,91.36,90,78.26,2017-10-01,2020-04-24,13.2,47.64,60.71,0,0,0,80.63,High,False,True,False,2021,42.46065821226065,23,99.73,89.71,19.370000000000005,57.13046074858245,94.96057130004499,74.55
VR-00002450,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2021-02-01,78.46,80.67,2,0.297,50.44,3.3,49,59067.41,19,88.42,90,92.02,2017-10-01,2020-10-13,28.61,65.9,37.51,0,0,0,78.62,High,False,True,False,2021,42.46065821226065,23,78.46,80.67,21.379999999999995,56.248460748582445,96.36915955914483,66.84
VR-00002451,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2021-03-01,100.0,94.27,0,0.001,37.64,3.96,36,7641.08,18,93.91,90,77.68,2017-10-01,2021-10-10,36.42,49.5,59.61,0,0,0,78.64,High,False,False,False,2021,42.46065821226065,23,100.0,94.27,21.36,57.89546074858245,94.31434643995749,75.96
VR-00002452,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2021-04-01,83.32,87.37,2,0.158,37.36,0.98,46,10956.89,7,95.38,90,100.45,2017-10-01,2020-05-31,19.13,32.3,48.06,0,0,0,71.24,High,False,True,False,2021,42.46065821226065,23,83.32,87.37,28.760000000000005,58.33646074858245,99.57391304347826,71.91
VR-00002453,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2021-05-01,83.49,83.18,1,0.064,24.55,4.53,30,42031.16,16,87.55,90,81.51,2017-10-01,2021-05-30,36.87,59.77,38.06,0,0,0,16.7,Low,False,False,True,2021,42.46065821226065,23,83.49,83.18,83.3,55.98746074858245,96.98,81.29
VR-00002454,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2021-06-01,87.76,83.08,2,0.008,19.4,3.21,21,6609.27,5,85.44,90,89.24,2017-10-01,2020-02-11,16.34,92.24,37.65,2,0,0,81.86,High,False,True,False,2021,42.46065821226065,23,87.76,83.08,18.14,55.35446074858245,96.94285714285715,69.42
VR-00002455,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2021-07-01,82.22,86.1,2,0.017,8.35,0.41,7,17104.36,11,87.5,90,90.63,2017-10-01,2020-10-26,4.45,63.34,64.71,0,0,0,80.0,High,False,True,False,2021,42.46065821226065,23,82.22,86.1,20.0,55.97246074858245,85.8944396920445,67.17
VR-00002456,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2021-08-01,75.1,87.98,4,0.218,14.36,0.31,17,38841.35,16,95.26,90,75.36,2017-10-01,2020-09-12,11.64,90.14,81.27,0,0,0,85.31,High,False,True,False,2021,42.46065821226065,23,75.1,87.98,14.689999999999998,58.30046074858245,99.63529411764706,66.75
VR-00002457,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2021-09-01,88.47,84.71,1,0.182,7.43,0.23,7,38849.82,6,95.47,90,89.72,2017-10-01,2020-05-30,13.47,81.09,71.39,0,0,0,84.94,High,False,True,False,2021,42.46065821226065,23,88.47,84.71,15.060000000000002,58.36346074858245,94.71297827340896,69.46
VR-00002458,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2021-10-01,96.13,88.09,2,0.319,12.94,1.67,12,22449.96,8,88.05,90,94.91,2017-10-01,2020-03-11,34.45,84.23,60.44,0,0,0,83.18,High,False,True,False,2021,42.46065821226065,23,96.13,88.09,16.819999999999993,56.13746074858245,91.40522926326636,71.95
VR-00002459,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2021-11-01,84.11,80.92,4,0.088,33.11,0.15,29,30237.36,13,91.82,90,98.8,2017-10-01,2020-02-15,13.33,47.3,31.18,0,0,0,71.97,High,False,True,False,2021,42.46065821226065,23,84.11,80.92,28.03,57.26846074858244,89.96601714244056,69.11
VR-00002460,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2021-12-01,100.0,83.79,2,0.063,28.55,2.05,34,272148.18,11,86.13,90,90.82,2017-10-01,2021-06-01,31.29,65.9,61.3,0,0,0,80.51,High,False,True,False,2021,42.46065821226065,23,100.0,83.79,19.489999999999995,55.56146074858245,98.79411764705883,73.81
VR-00002461,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2022-01-01,76.98,76.06,4,0.157,33.03,2.82,32,277157.13,14,93.36,90,91.94,2017-10-01,2022-03-10,5.76,52.99,66.55,0,0,0,75.18,High,False,False,True,2022,38.71830983785795,28,76.98,76.06,24.819999999999993,55.110816886500565,95.74279821374509,65.9
VR-00002462,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2022-02-01,92.94,84.45,2,0.082,17.31,2.45,15,8572.34,12,94.96,90,91.93,2017-10-01,2021-05-11,10.81,65.9,69.26,0,0,0,74.44,High,False,True,False,2022,38.71830983785795,28,92.94,84.45,25.560000000000002,55.59081688650056,86.05742345465049,71.13
VR-00002463,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2022-03-01,66.55,83.29,1,0.176,62.8,1.28,50,8047.44,14,87.83,90,84.73,2017-10-01,2020-10-16,28.02,72.75,94.66,0,0,0,76.89,High,True,True,False,2022,38.71830983785795,28,66.55,83.29,23.11,53.451816886500566,83.18226751592357,61.74
VR-00002464,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2022-04-01,100.0,84.31,1,0.118,49.78,0.44,48,1726476.24,14,89.21,90,84.08,2017-10-01,2020-11-16,23.05,54.78,100.0,0,0,0,83.28,High,False,True,False,2022,38.71830983785795,28,100.0,84.31,16.72,53.86581688650057,96.95608008571045,72.83
VR-00002465,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2022-05-01,82.07,98.41,0,0.02,38.18,2.77,34,28247.94,15,89.05,90,87.7,2017-10-01,2022-09-21,35.98,34.07,48.44,1,0,0,70.37,High,False,False,False,2022,38.71830983785795,28,82.07,98.41,29.629999999999995,53.817816886500566,89.61207592518412,71.74
VR-00002466,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2022-06-01,94.0,93.71,3,0.033,23.82,7.37,29,1342.0,17,94.11,90,75.31,2017-10-01,2022-01-06,3.12,53.81,77.15,0,0,0,81.42,High,False,True,False,2022,38.71830983785795,28,94.0,93.71,18.58,55.33581688650057,94.91724137931034,73.2
VR-00002467,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2022-07-01,89.75,79.93,1,0.376,39.09,0.85,37,6570.06,11,90.37,90,80.46,2017-10-01,2022-01-30,39.82,74.06,77.46,0,0,0,79.05,High,False,True,False,2022,38.71830983785795,28,89.75,79.93,20.950000000000003,54.21381688650057,95.26323176591788,69.52
VR-00002468,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2022-08-01,76.09,88.37,3,0.017,12.01,0.75,12,58984.74,14,100.0,90,101.01,2017-10-01,2021-12-10,30.08,68.95,49.17,0,0,0,75.89,High,False,True,False,2022,38.71830983785795,28,76.09,88.37,24.11,57.10281688650056,98.68338884263115,68.69
VR-00002469,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2022-09-01,89.02,86.56,0,0.099,27.56,2.67,26,12928.79,15,93.68,90,75.8,2017-10-01,2022-04-19,44.81,70.53,51.88,0,0,0,76.51,High,False,True,False,2022,38.71830983785795,28,89.02,86.56,23.489999999999995,55.20681688650057,93.4178519593614,71.01
VR-00002470,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2022-10-01,98.51,87.16333333333334,0,0.078,13.11,2.76,14,27485.5,16,87.24,90,92.18,2017-10-01,2020-05-27,5.49,96.36,81.64,0,0,0,91.67,High,False,True,False,2022,38.71830983785795,28,98.51,87.16333333333334,8.329999999999998,53.27481688650056,96.05714285714286,71.05
VR-00002471,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2022-11-01,86.87,86.56,3,0.033,15.23,0.97,19,62676.38,14,92.1,90,88.08,2017-10-01,2022-04-06,5.87,70.48,74.19,1,0,0,82.02,High,False,True,False,2022,38.71830983785795,28,86.87,86.56,17.980000000000004,54.732816886500565,98.97894736842105,70.03
VR-00002472,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2022-12-01,91.41,86.56,0,0.08,49.96,8.72,48,26313.49,16,96.5,90,95.95,2017-10-01,2019-10-14,23.08,37.36,44.55,0,0,0,72.1,High,False,True,False,2022,38.71830983785795,28,91.41,86.56,27.900000000000006,56.052816886500565,93.22815585801976,72.71
VR-00002473,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2023-01-01,80.29,85.54,3,0.088,11.88,0.14,12,1941.18,8,99.84,90,82.38,2017-10-01,2022-06-30,42.35,65.9,67.03,0,0,0,14.74,Low,False,True,False,2023,47.66378495229963,24,80.29,85.54,85.26,63.31664946660974,99.76666666666667,82.71
VR-00002474,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2023-02-01,82.33,85.88,6,0.137,23.31,1.77,21,8118.27,22,95.51,90,81.83,2017-10-01,2020-03-04,42.76,57.72,58.99,0,0,0,71.13,High,False,True,False,2023,47.66378495229963,24,82.33,85.88,28.870000000000005,62.01764946660974,90.38635778635779,70.51
VR-00002475,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2023-03-01,100.0,78.74,6,0.169,8.88,0.11,8,55203.14,8,88.28,90,91.15,2017-10-01,2020-12-12,42.11,64.16,36.63,0,0,0,74.75,High,False,True,False,2023,47.66378495229963,24,100.0,78.74,25.25,59.84864946660974,91.79707207207207,73.54
VR-00002476,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2023-04-01,91.68,81.00666666666666,1,0.111,25.81,4.01,27,17470.49,14,95.96,90,95.79,2017-10-01,2021-02-02,21.12,74.69,92.04,0,0,0,83.68,High,False,True,False,2023,47.66378495229963,24,91.68,81.00666666666666,16.319999999999993,62.15264946660974,97.02962962962962,70.85
VR-00002477,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2023-05-01,91.74,83.38,1,0.373,27.23,8.03,29,42778.96,13,100.0,90,93.56,2017-10-01,2022-01-20,8.7,73.18,50.87,0,0,0,83.03,High,False,True,False,2023,47.66378495229963,24,91.74,83.38,16.97,63.36464946660974,94.46206896551725,71.27
VR-00002478,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2023-06-01,83.41,81.83333333333333,2,0.006,47.99,3.74,49,7900.8,11,96.53,90,98.68,2017-10-01,2021-10-12,40.28,58.43,60.15,0,0,0,74.4,High,False,True,False,2023,47.66378495229963,24,83.41,81.83333333333333,25.599999999999994,62.32364946660974,98.4734693877551,70.63
VR-00002479,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2023-07-01,91.11,69.68,6,0.109,45.02,5.21,53,105268.59,16,97.96,90,91.55,2017-10-01,2020-01-25,3.36,39.4,54.37,0,0,0,74.32,High,False,True,False,2023,47.66378495229963,24,91.11,69.68,25.680000000000007,62.75264946660974,98.03396226415094,70.52
VR-00002480,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2023-08-01,95.04,83.25,0,0.108,38.03,3.39,35,2666.56,11,87.15,90,95.61,2017-10-01,2022-04-23,23.1,64.41,48.47,0,0,0,78.39,High,False,True,False,2023,47.66378495229963,24,95.04,83.25,21.61,59.509649466609744,91.68894181285451,72.16
VR-00002481,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2023-09-01,82.37,78.97,2,0.346,27.2,2.16,27,1999.52,9,100.0,90,96.0,2017-10-01,2021-01-03,10.28,42.58,44.0,0,0,0,72.76,High,False,True,False,2023,47.66378495229963,24,82.37,78.97,27.239999999999995,63.36464946660974,97.81176470588237,70.13
VR-00002482,VND-000182,Hensley-Harvey,Fiji,EMEA,Tier-2,Logistics,2023-10-01,69.9,84.97,1,0.059,53.33,0.31,50,19685.43,16,100.0,90,106.43,2017-10-01,2020-04-22,3.46,92.35,31.48,0,1,0,80.57,High,False,True,False,2023,47.66378495229963,24,69.9,84.97,19.430000000000007,63.36464946660974,94.88068779298706,65.59
