supplier_rank,vendor_id,vendor_name,vendor_region,vendor_category,as_of_month,months_in_dynamic_window,otd_score,quality_score,risk_performance_score,cost_efficiency_score,lead_time_score,dynamic_supplier_score,vris_score,defect_rate_pct,lead_time_avg_days,contract_lead_time_days,financial_stability_score,past_disruption_count,active_dispute_flag,preferred_vendor_flag,recent_3m_score,prior_3m_score,score_change_3m,trend_class,procurement_spend_12m_usd,spend_percentile,supplier_risk_class,replacement_candidate,recommended_tier,category_rank
373,VND-001196,Price Group,APAC,Electronics,2024-12-01,6,75.04,75.69,23.24,50.46,97.27,64.46,74.99,0.182,10.18,15,57.99,3,0,0,65.06,62.44,2.62,Improving,1413322.36,0.9,High,False,Approved,63
374,VND-001077,"Simon, Petersen and Mcclure",EMEA,Industrial Parts,2024-12-01,6,70.97,72.86,40.37,45.7,91.06,64.45,67.27,0.03,64.89,53,46.43,2,1,0,65.87,62.04,3.83,Improving,1607933.94,0.93,High,False,Approved,69
378,VND-001060,Green-Hodges,EMEA,Packaging,2024-12-01,6,74.64,75.91,30.02,39.93,98.19,64.3,66.64,0.245,38.86,40,32.82,0,0,0,65.8,61.08,4.72,Improving,624045.2,0.52,Medium,False,Approved,50
382,VND-000576,"Russell, Adams and Wiggins",Americas,Services,2024-12-01,6,74.72,76.66,27.29,48.9,90.86,64.17,68.94,0.032,28.15,27,69.30000000000001,1,0,0,65.14,62.2,2.94,Improving,475077.47,0.31,Medium,False,Approved,67
389,VND-000695,Anderson-Ferguson,APAC,Electronics,2024-12-01,6,80.56,75.43,22.88,38.58,95.7,63.97,72.64,0.003,50.76,47,41.31,0,0,0,64.66,62.48,2.18,Improving,641126.64,0.54,High,False,Approved,67
397,VND-000252,Briggs Ltd,EMEA,Raw Materials,2024-12-01,6,74.39,76.13,25.23,45.1,95.98,63.75,72.33,0.01,40.43,44,64.28,1,0,0,64.7,62.24,2.45,Improving,486568.84,0.33,High,False,Approved,76
410,VND-000421,Rodriguez-Ellis,APAC,Industrial Parts,2024-12-01,6,67.37,77.3,28.54,54.42,93.27,63.53,73.82,0.13,29.37,30,63.91,0,0,0,64.16,61.93,2.23,Improving,209349.03,0.02,High,False,Approved,73
445,VND-000499,Castillo LLC,MEA,Packaging,2024-12-01,6,73.72,70.89,26.27,36.93,98.19,61.81,77.37,0.343,19.84,22,93.18,0,0,0,62.79,60.36,2.43,Improving,247749.2,0.05,High,False,Approved,59
449,VND-001052,"Austin, Thomas and Brooks",APAC,Packaging,2024-12-01,6,72.27,70.32,38.64,32.63,88.77,61.68,21.87,0.284,45.35,41,84.35,0,0,0,63.2,58.42,4.78,Improving,1097948.58,0.81,Medium,False,Approved,60
453,VND-000768,"Brown, Murphy and King",MEA,Raw Materials,2024-12-01,6,65.99,76.15,28.43,44.39,93.2,61.35,76.45,0.066,43.22,43,87.1,1,0,0,62.19,59.46,2.73,Improving,467149.07,0.3,High,False,Approved,84
