supplier_rank,vendor_id,vendor_name,vendor_region,vendor_category,as_of_month,months_in_dynamic_window,otd_score,quality_score,risk_performance_score,cost_efficiency_score,lead_time_score,dynamic_supplier_score,vris_score,defect_rate_pct,lead_time_avg_days,contract_lead_time_days,financial_stability_score,past_disruption_count,active_dispute_flag,preferred_vendor_flag,recent_3m_score,prior_3m_score,score_change_3m,trend_class,procurement_spend_12m_usd,spend_percentile,supplier_risk_class,replacement_candidate,recommended_tier,category_rank
112,VND-000922,Armstrong Inc,MEA,Services,2024-12-01,6,82.77,86.06,22.16,62.96,93.78,69.99,71.4,0.054,35.92,40,47.99,0,0,0,69.95,70.33,-0.38,Stable,396808.03,0.19,High,False,Approved,20
113,VND-000485,"Jones, Gallegos and Walker",APAC,Packaging,2024-12-01,6,79.5,86.54,20.61,65.65,99.05,69.98,74.47,0.251,35.69,38,59.48,1,0,0,70.21,69.84,0.37,Stable,2343269.01,0.97,High,False,Approved,14
114,VND-001129,Anderson LLC,APAC,Packaging,2024-12-01,6,82.5,85.3,29.54,51.28,97.15,69.98,81.21,0.094,17.2,18,93.64,1,1,0,67.75,73.86,-6.11,Deteriorating,262881.61,0.06,Critical,True,Replace,15
115,VND-001045,Little-Daniel,EMEA,Services,2024-12-01,6,75.72,78.31,26.43,76.03,99.27,69.96,79.39,0.178,42.74,48,100.0,0,0,0,70.7,68.59,2.11,Improving,1306293.04,0.88,High,False,Approved,21
116,VND-000667,"Campbell, Phillips and Gross",Americas,Raw Materials,2024-12-01,6,83.66,72.7,30.01,64.65,97.26,69.93,76.26,0.092,8.11,11,59.48,0,0,0,70.45,69.89,0.56,Stable,719872.55,0.63,High,False,Approved,20
117,VND-000093,Keller Ltd,MEA,Raw Materials,2024-12-01,6,88.54,82.19,22.43,58.36,91.1,69.91,81.64,0.19,39.54,32,93.29,1,0,0,69.69,71.14,-1.45,Stable,1350762.3,0.89,High,False,Approved,21
118,VND-001116,"Henderson, Boyer and Oliver",EMEA,Logistics,2024-12-01,6,79.51,80.28,23.48,74.16,94.37,69.89,82.01,0.172,38.61,39,87.97,0,0,0,70.89,68.69,2.2,Improving,630054.93,0.53,High,False,Approved,20
119,VND-000207,Hanna PLC,Americas,Industrial Parts,2024-12-01,6,74.92,74.4,42.26,64.84,95.6,69.87,16.04,0.163,6.11,9,77.39,1,0,0,70.24,67.35,2.9,Improving,1433238.72,0.9,Medium,False,Preferred,24
120,VND-001127,Taylor-Myers,EMEA,Industrial Parts,2024-12-01,6,86.85,85.61,25.8,51.1,92.45,69.87,71.23,0.03,32.82,39,44.61,0,0,0,70.05,69.77,0.28,Stable,865189.67,0.72,High,False,Approved,25
121,VND-000423,"Vargas, Short and Flores",MEA,Logistics,2024-12-01,6,86.03,89.17,22.09,47.5,97.74,69.85,73.84,0.153,13.12,14,38.36,0,0,0,70.75,69.03,1.72,Stable,393763.03,0.19,High,False,Approved,21
122,VND-000537,Gonzales Group,EMEA,Industrial Parts,2024-12-01,6,87.43,89.42,20.82,48.78,94.88,69.82,78.72,0.006,50.42,53,78.72,0,0,0,70.9,67.38,3.52,Improving,403292.91,0.19,High,False,Approved,26
123,VND-001084,"Carpenter, George and Castillo",Americas,Industrial Parts,2024-12-01,6,79.55,72.99,38.39,62.97,94.6,69.78,75.2,0.198,15.27,24,72.68,0,0,0,71.06,68.72,2.34,Improving,1200376.6,0.84,High,False,Approved,27
124,VND-000833,Morton-Barrett,MEA,Packaging,2024-12-01,6,85.9,79.24,22.82,60.76,96.35,69.75,72.31,0.172,50.44,58,46.38,0,0,0,69.08,71.01,-1.93,Stable,791675.32,0.68,High,False,Approved,16
125,VND-000684,Powell PLC,Americas,Raw Materials,2024-12-01,6,87.48,82.14,21.56,58.56,93.13,69.74,75.37,0.494,39.65,35,53.75,1,0,0,69.81,68.96,0.85,Stable,803963.23,0.69,High,False,Approved,22
126,VND-000610,Perkins-Miller,APAC,Raw Materials,2024-12-01,6,68.42,80.44,41.82,69.57,95.34,69.71,18.72,0.122,48.74,56,39.05,0,0,0,70.48,66.33,4.15,Improving,1012371.71,0.78,Medium,False,Preferred,23
127,VND-000778,"Griffin, Stone and Lozano",APAC,Raw Materials,2024-12-01,6,76.97,73.3,45.05,55.94,97.02,69.71,12.55,0.058,26.47,27,85.14,0,0,0,71.42,63.89,7.53,Improving,1195959.21,0.84,Medium,False,Preferred,24
128,VND-000800,Roberts Group,MEA,Services,2024-12-01,6,73.55,78.32,35.77,67.67,97.78,69.7,73.75,0.026,23.54,29,45.51,0,0,0,70.11,69.87,0.25,Stable,1301480.86,0.87,High,False,Approved,22
129,VND-000884,Reyes-Cruz,APAC,Industrial Parts,2024-12-01,6,84.47,88.05,23.2,51.18,96.15,69.69,74.96,0.003,37.57,39,24.54,0,0,0,69.92,68.4,1.52,Stable,296788.78,0.1,High,False,Approved,28
130,VND-000620,"Hunter, Hartman and Jackson",APAC,Raw Materials,2024-12-01,6,76.55,77.64,48.8,44.4,98.5,69.69,74.77,0.439,39.24,46,65.6,2,0,0,70.8,67.45,3.34,Improving,729223.56,0.63,High,False,Approved,25
131,VND-000106,"Hubbard, Miranda and Dixon",Americas,Logistics,2024-12-01,6,82.6,85.57,24.64,55.17,97.26,69.69,72.68,0.084,60.46,56,46.15,1,0,0,69.21,70.43,-1.22,Stable,701251.85,0.62,High,False,Approved,22
132,VND-000971,Copeland PLC,Americas,Logistics,2024-12-01,6,88.34,89.94,19.91,46.65,94.26,69.61,80.28,0.072,5.79,7,67.53999999999999,1,0,0,70.14,67.91,2.23,Improving,515204.73,0.38,High,False,Approved,23
133,VND-000970,"Montoya, Smith and Washington",MEA,Logistics,2024-12-01,6,86.59,81.39,19.3,61.78,94.75,69.59,81.75,0.065,12.53,13,92.08,0,0,0,69.3,71.43,-2.13,Deteriorating,445637.87,0.25,High,False,Approved,24
134,VND-000533,Frazier-Andrews,Americas,Packaging,2024-12-01,6,84.37,85.63,19.71,59.72,94.96,69.58,82.87,0.013,47.73,58,61.91,0,0,0,71.47,65.15,6.32,Improving,517788.87,0.38,High,False,Approved,17
135,VND-001085,"Mcbride, Mcdaniel and Black",EMEA,Industrial Parts,2024-12-01,6,93.29,94.52,16.23,35.45,94.0,69.56,86.75,0.002,26.78,28,72.72,2,0,0,69.6,69.09,0.51,Stable,530448.06,0.4,High,False,Approved,29
136,VND-000653,Wright Ltd,EMEA,Industrial Parts,2024-12-01,6,72.28,71.09,43.08,72.52,93.77,69.46,77.87,0.16,41.93,38,90.0,0,0,0,68.89,70.0,-1.12,Stable,1242794.58,0.85,High,False,Approved,30
137,VND-001163,"Perez, Dorsey and Fritz",Americas,Raw Materials,2024-12-01,6,82.76,87.99,20.36,64.2,88.85,69.46,80.6,0.011,47.15,39,56.82,0,0,0,68.84,70.24,-1.4,Stable,464362.27,0.29,High,False,Approved,26
138,VND-001006,"Farmer, Perry and Carey",MEA,Logistics,2024-12-01,6,83.44,87.39,22.88,53.98,95.14,69.45,78.2,0.034,14.7,14,70.44,0,0,0,70.21,68.5,1.71,Stable,751281.45,0.65,High,False,Approved,25
139,VND-000679,Adams Group,EMEA,Services,2024-12-01,6,71.05,76.36,48.25,60.45,94.23,69.44,17.1,0.018,12.52,15,87.79,0,0,0,67.35,71.44,-4.09,Deteriorating,184730.53,0.01,Medium,False,Approved,23
140,VND-000339,"Whitaker, Williamson and Mitchell",MEA,Logistics,2024-12-01,6,84.05,84.83,28.17,52.36,91.58,69.41,80.7,0.099,15.41,14,88.13,1,0,0,67.63,73.0,-5.38,Deteriorating,1117500.06,0.81,High,False,Approved,26
141,VND-000565,"Strong, Mcgee and Phillips",EMEA,Raw Materials,2024-12-01,6,85.26,87.02,19.89,53.08,96.31,69.37,68.17,0.022,24.2,29,27.15,0,0,0,70.09,67.93,2.17,Improving,460541.12,0.28,Medium,False,Preferred,27
142,VND-000086,Deleon-Butler,EMEA,Packaging,2024-12-01,6,83.56,80.25,28.23,59.14,91.55,69.37,77.17,0.041,6.44,8,63.68,0,0,0,67.43,74.02,-6.58,Deteriorating,7805375.03,1.0,High,False,Approved,18
143,VND-000602,"Johnson, Smith and Jones",MEA,Packaging,2024-12-01,6,91.31,86.63,20.46,43.49,93.23,69.32,74.38,0.48,54.36,54,52.11,0,0,0,69.06,70.46,-1.4,Stable,468361.92,0.3,High,False,Approved,19
144,VND-000113,Benson-Montes,APAC,Electronics,2024-12-01,6,85.41,86.52,23.14,55.61,89.21,69.28,75.07,0.013,25.33,22,39.14,0,0,0,69.38,68.07,1.31,Stable,469320.26,0.3,High,False,Approved,19
145,VND-000819,"Johnson, Walker and Kirk",MEA,Electronics,2024-12-01,6,84.38,83.19,27.0,51.29,94.81,69.27,67.27,0.027,57.45,51,35.12,0,0,0,70.08,68.5,1.58,Stable,341375.48,0.14,Medium,False,Preferred,20
146,VND-000741,"Scott, Stewart and Sutton",MEA,Electronics,2024-12-01,6,88.84,81.89,20.46,53.19,94.35,69.25,78.67,0.101,60.45,60,55.28,0,0,0,68.55,70.68,-2.13,Deteriorating,268987.53,0.07,High,False,Approved,21
147,VND-000748,Fuller-Blair,Americas,Services,2024-12-01,6,76.59,75.32,26.56,74.01,98.24,69.19,74.83,0.046,15.79,19,70.44,0,0,0,69.51,68.6,0.92,Stable,690182.59,0.6,High,False,Approved,24
148,VND-000811,"Johnson, Diaz and Mendoza",APAC,Electronics,2024-12-01,6,90.36,83.82,20.12,48.57,93.25,69.17,80.11,0.039,50.22,44,64.92500000000001,0,0,0,68.87,69.2,-0.33,Stable,700188.69,0.62,High,False,Approved,22
149,VND-001188,"Meyer, Ramos and Parrish",EMEA,Services,2024-12-01,6,84.44,83.38,32.04,46.18,92.06,69.15,74.68,0.026,65.01,55,63.565,0,0,0,70.19,69.5,0.69,Stable,954247.46,0.76,High,False,Approved,25
150,VND-000416,Thomas Ltd,APAC,Services,2024-12-01,6,87.26,88.51,22.49,44.85,93.6,69.15,73.06,0.111,45.52,47,34.84,0,0,0,69.42,68.07,1.36,Stable,386447.07,0.18,High,False,Approved,26
151,VND-000457,"Garcia, Hart and Savage",APAC,Industrial Parts,2024-12-01,6,77.55,80.95,36.69,51.16,97.76,69.13,68.56,0.081,27.64,39,68.345,0,0,0,72.21,64.48,7.74,Improving,557046.4,0.43,Medium,False,Preferred,31
152,VND-000003,"Becker, Wright and Frazier",EMEA,Industrial Parts,2024-12-01,6,72.82,74.58,50.72,51.0,97.12,69.13,12.93,0.121,6.74,7,69.27,0,0,0,69.73,65.44,4.29,Improving,491601.06,0.34,Medium,False,Preferred,32
153,VND-000616,Cole-Dixon,MEA,Services,2024-12-01,6,87.98,82.13,20.67,50.23,97.38,69.1,76.66,0.021,34.11,40,80.85,0,0,0,69.35,68.67,0.67,Stable,453345.79,0.26,High,False,Approved,27
154,VND-000020,Evans LLC,APAC,Packaging,2024-12-01,6,85.52,89.44,21.8,48.03,93.06,69.07,78.28,0.006,12.14,13,72.22,0,0,0,69.15,68.98,0.17,Stable,505664.22,0.36,High,False,Approved,20
155,VND-000469,"Knight, Jackson and Barrett",MEA,Electronics,2024-12-01,6,85.02,87.42,24.43,50.19,91.03,69.06,87.03,0.028,50.0,51,67.465,0,0,0,67.8,72.91,-5.11,Deteriorating,2147736.08,0.97,High,False,Approved,23
156,VND-000729,"Adams, Chung and Gutierrez",MEA,Industrial Parts,2024-12-01,6,76.01,79.34,33.0,62.05,96.54,69.06,76.05,0.021,51.26,57,44.15,0,0,0,68.51,69.45,-0.94,Stable,272705.15,0.07,High,False,Approved,33
157,VND-000030,Contreras and Sons,EMEA,Industrial Parts,2024-12-01,6,88.25,84.81,22.41,45.25,95.65,69.05,76.41,0.023,9.42,11,48.42,0,0,0,68.97,68.99,-0.01,Stable,1296490.84,0.87,High,False,Approved,34
158,VND-000873,"Anderson, Pace and Gross",MEA,Electronics,2024-12-01,6,77.82,74.2,24.25,75.53,97.56,69.0,76.22,0.028,10.36,16,66.08,1,0,0,70.21,66.11,4.1,Improving,506935.87,0.36,High,False,Approved,24
159,VND-000081,Lee Group,MEA,Raw Materials,2024-12-01,6,79.43,79.67,38.58,48.85,94.52,68.99,77.72,0.26,46.15,51,74.17,0,0,0,70.88,66.23,4.65,Improving,307568.1,0.1,High,False,Approved,28
160,VND-000931,Hanson-Moss,EMEA,Packaging,2024-12-01,6,86.06,82.18,21.91,53.42,95.54,68.98,78.08,0.321,32.71,34,90.13,0,0,0,69.7,68.35,1.35,Stable,493616.28,0.35,High,False,Approved,21
161,VND-000496,David Ltd,MEA,Industrial Parts,2024-12-01,6,86.68,80.32,22.33,56.1,93.27,68.94,75.11,0.076,29.37,29,64.16,0,0,0,67.99,71.24,-3.26,Deteriorating,989689.66,0.77,High,False,Approved,35
162,VND-000193,"Hall, Paul and Salazar",APAC,Services,2024-12-01,6,76.7,76.49,35.55,63.74,93.0,68.93,73.62,0.031,39.4,32,69.23,0,0,0,68.12,70.03,-1.91,Stable,642437.46,0.55,High,False,Approved,28
163,VND-000972,Hunt Inc,MEA,Services,2024-12-01,6,87.33,89.67,18.77,48.39,91.85,68.93,82.52,0.023,16.84,16,100.0,1,0,0,70.15,66.81,3.34,Improving,340398.06,0.14,High,False,Approved,29
164,VND-000568,"Jones, Brown and Williams",MEA,Packaging,2024-12-01,6,73.63,78.82,44.66,53.99,93.54,68.91,16.09,0.288,7.89,7,45.13,0,0,0,69.66,65.63,4.04,Improving,283076.0,0.09,Medium,False,Preferred,22
165,VND-000816,"Escobar, Le and Miller",Americas,Services,2024-12-01,6,76.67,75.26,45.13,52.41,93.11,68.9,30.47,0.33,12.76,14,47.0,0,1,0,70.17,65.13,5.04,Improving,1474833.22,0.91,High,False,Approved,30
166,VND-001022,King Group,APAC,Raw Materials,2024-12-01,6,77.21,73.02,38.26,56.85,98.88,68.78,69.81,1.001,27.97,31,55.65,0,0,0,71.73,63.65,8.08,Improving,337080.03,0.13,Medium,False,Preferred,29
167,VND-000845,Colon-Davidson,Americas,Raw Materials,2024-12-01,6,70.97,76.3,37.12,68.87,95.89,68.69,82.6,0.026,37.91,48,100.0,0,0,0,68.77,67.49,1.28,Stable,967440.79,0.76,High,False,Approved,30
168,VND-001123,"Morris, Glass and Howard",MEA,Electronics,2024-12-01,6,83.63,84.72,30.52,42.01,94.81,68.66,76.15,0.056,43.87,41,53.87,0,0,0,67.1,73.45,-6.34,Deteriorating,471504.69,0.31,High,False,Approved,25
169,VND-000302,White PLC,MEA,Logistics,2024-12-01,6,76.19,75.89,38.49,60.04,92.45,68.61,69.53,0.694,17.17,24,41.79,0,0,0,70.13,66.34,3.79,Improving,1003524.57,0.77,Medium,False,Preferred,27
170,VND-001046,"Baker, Armstrong and Hendrix",Americas,Logistics,2024-12-01,6,86.88,83.48,23.79,45.18,94.89,68.53,76.27,0.002,46.95,47,69.59,0,0,0,68.66,67.77,0.89,Stable,1135692.75,0.82,High,False,Approved,28
171,VND-000096,Bradford Ltd,MEA,Raw Materials,2024-12-01,6,75.05,78.75,33.6,62.5,94.3,68.5,74.18,0.063,23.84,34,67.2,0,0,0,67.72,69.7,-1.98,Stable,322779.16,0.12,High,False,Approved,31
172,VND-000102,Morris-Campbell,EMEA,Raw Materials,2024-12-01,6,85.86,83.24,29.28,44.91,89.75,68.46,79.96,0.131,49.68,41,90.93,0,0,0,65.34,74.29,-8.95,Deteriorating,807034.14,0.69,High,False,Approved,32
173,VND-000074,Anderson Inc,MEA,Industrial Parts,2024-12-01,6,87.15,85.42,18.92,45.39,97.55,68.45,83.87,0.062,13.27,17,83.47,1,0,0,68.81,68.14,0.67,Stable,1983990.33,0.96,High,False,Approved,36
174,VND-000871,Williams Group,APAC,Services,2024-12-01,6,76.75,76.07,24.12,72.8,96.33,68.43,79.42,0.031,31.74,30,68.99,0,0,0,68.38,67.89,0.49,Stable,255659.98,0.05,High,False,Approved,31
175,VND-000699,Allen-Valdez,Americas,Electronics,2024-12-01,6,75.93,75.0,37.47,57.08,97.3,68.43,75.65,0.241,14.55,17,74.6,0,0,0,68.69,67.82,0.86,Stable,650471.72,0.56,High,False,Approved,26
176,VND-000277,"Rice, Nguyen and Collins",Americas,Industrial Parts,2024-12-01,6,87.06,87.08,17.47,52.8,89.66,68.39,82.57,0.319,69.1,59,91.55,0,0,0,68.24,68.15,0.09,Stable,384187.62,0.17,High,False,Approved,37
177,VND-000788,"Tran, Hays and Burke",Americas,Logistics,2024-12-01,6,71.05,78.17,30.88,71.65,96.78,68.39,63.35,0.484,25.35,29,40.43,1,0,0,67.6,69.95,-2.35,Deteriorating,1240593.89,0.85,Medium,False,Approved,29
178,VND-001027,Hawkins-Freeman,APAC,Raw Materials,2024-12-01,6,80.92,73.77,27.03,63.04,96.64,68.39,71.67,0.276,20.26,21,41.36,0,0,0,68.7,67.6,1.1,Stable,1733940.36,0.95,High,False,Approved,33
179,VND-000612,"Lawson, Martinez and Tucker",MEA,Services,2024-12-01,6,73.35,74.33,43.59,59.43,92.56,68.39,16.29,0.218,49.81,46,97.54,0,0,0,69.42,65.18,4.24,Improving,272393.09,0.07,Medium,False,Preferred,32
180,VND-000233,Coffey Inc,EMEA,Industrial Parts,2024-12-01,6,83.7,85.71,25.48,44.54,95.62,68.37,69.73,0.043,46.07,53,44.49,0,0,0,68.9,67.91,0.99,Stable,908799.64,0.74,Medium,False,Preferred,38
181,VND-001144,Hale-Fowler,APAC,Logistics,2024-12-01,6,78.31,77.97,39.97,47.89,93.97,68.36,18.54,0.143,18.68,17,50.59,0,0,0,69.21,64.78,4.43,Improving,456997.06,0.27,Medium,False,Preferred,30
182,VND-001047,Lucas-Webster,EMEA,Services,2024-12-01,6,88.98,83.76,19.09,44.47,95.09,68.2,80.68,0.324,34.21,34,63.86,0,0,0,68.29,68.8,-0.51,Stable,584745.2,0.48,High,False,Approved,33
183,VND-000920,"Solomon, Rivera and Mckinney",Americas,Services,2024-12-01,6,83.36,86.5,21.78,47.72,95.68,68.18,78.73,0.041,57.62,56,68.68,1,1,0,67.97,67.95,0.02,Stable,276377.06,0.08,Critical,False,Conditional,34
184,VND-000865,Neal-Gordon,MEA,Raw Materials,2024-12-01,6,83.8,86.04,24.49,45.55,93.87,68.16,66.49,0.156,57.54,52,23.65,1,1,0,69.15,66.71,2.45,Improving,564220.03,0.45,High,False,Approved,34
185,VND-000383,Avery Inc,MEA,Services,2024-12-01,6,79.62,73.61,35.07,61.87,88.34,68.15,71.52,0.323,51.22,40,51.93,0,0,0,65.87,72.03,-6.17,Deteriorating,625437.84,0.52,High,False,Approved,35
186,VND-000033,Green Inc,Americas,Electronics,2024-12-01,6,83.39,85.04,23.13,48.28,94.87,68.12,68.8,0.064,21.35,30,35.15,0,0,0,67.31,69.2,-1.89,Stable,624906.87,0.52,Medium,False,Preferred,27
187,VND-000031,Frank-Johnson,Americas,Packaging,2024-12-01,6,86.83,87.47,18.44,47.01,91.72,68.04,80.63,0.181,18.87,17,63.6,0,0,0,69.04,65.74,3.3,Improving,460497.08,0.28,High,False,Approved,23
188,VND-001010,"Perry, Kane and Flores",EMEA,Services,2024-12-01,6,77.6,79.7,24.28,66.27,93.36,68.02,83.03,0.056,56.14,56,93.98,0,0,0,68.08,67.01,1.07,Stable,1131096.86,0.82,High,False,Approved,36
189,VND-000358,Johnson-Rose,Americas,Packaging,2024-12-01,6,73.76,76.14,28.08,72.56,94.34,68.01,71.09,0.113,34.96,33,50.68,0,0,0,69.63,65.27,4.37,Improving,277866.25,0.08,High,False,Approved,24
190,VND-000164,"Jordan, Davis and Evans",Americas,Raw Materials,2024-12-01,6,79.17,73.19,24.63,66.52,97.82,67.96,72.62,0.388,36.45,41,54.02,1,0,0,66.56,70.33,-3.77,Deteriorating,521493.96,0.38,High,False,Approved,35
191,VND-000290,"Flores, Pierce and Brown",EMEA,Industrial Parts,2024-12-01,6,79.53,73.78,39.71,45.09,97.02,67.87,72.24,0.058,44.52,49,64.67,0,0,0,64.26,75.7,-11.44,Deteriorating,1036026.72,0.79,High,False,Approved,39
192,VND-000770,Johnson-Johnson,APAC,Raw Materials,2024-12-01,6,78.45,72.86,28.27,65.76,94.82,67.85,76.97,0.092,49.91,45,92.72,0,1,0,68.11,67.97,0.14,Stable,268430.45,0.07,Critical,False,Conditional,36
193,VND-000032,Vasquez-Saunders,EMEA,Raw Materials,2024-12-01,6,85.33,89.33,20.1,41.37,94.35,67.84,87.4,0.064,33.57,53,62.83,0,0,0,69.1,66.62,2.48,Improving,860966.77,0.71,High,False,Approved,37
194,VND-000350,Morris-Day,MEA,Logistics,2024-12-01,6,81.38,73.84,28.29,56.44,96.87,67.84,76.85,0.069,10.32,10,64.91,0,0,0,69.28,63.99,5.29,Improving,1443938.37,0.91,High,False,Approved,31
195,VND-001098,Moran Inc,EMEA,Raw Materials,2024-12-01,6,71.9,74.5,42.13,62.4,90.44,67.82,68.85,0.066,16.75,16,63.425,0,0,0,68.11,70.02,-1.91,Stable,5513664.83,0.99,Medium,False,Approved,38
196,VND-000943,"Gonzalez, Brown and Cox",MEA,Electronics,2024-12-01,6,81.64,74.92,27.63,53.39,98.54,67.79,72.28,0.023,30.44,36,63.13,2,0,0,68.8,66.25,2.55,Improving,659078.42,0.57,High,False,Approved,28
197,VND-001073,"Davis, Webb and Miller",EMEA,Packaging,2024-12-01,6,78.9,75.02,25.44,62.18,97.57,67.72,73.96,0.264,64.43,60,75.0,0,0,0,66.45,69.76,-3.3,Deteriorating,627638.79,0.52,High,False,Approved,25
198,VND-000104,Smith-Carter,MEA,Electronics,2024-12-01,6,85.26,85.53,22.22,41.24,96.03,67.72,81.7,0.063,36.24,32,64.405,1,0,0,67.02,69.42,-2.39,Deteriorating,524002.64,0.39,High,False,Approved,29
199,VND-000474,Suarez-Harrison,Americas,Raw Materials,2024-12-01,6,77.63,80.8,23.64,60.6,96.14,67.69,81.35,0.062,7.21,8,64.785,0,0,0,68.74,66.25,2.48,Improving,352592.08,0.15,High,False,Approved,39
200,VND-000954,"Patterson, Morris and White",APAC,Services,2024-12-01,6,79.08,71.74,35.74,56.41,93.35,67.68,70.46,0.632,40.01,37,47.49,0,0,0,65.93,69.05,-3.12,Deteriorating,1929809.54,0.96,High,False,Approved,37
201,VND-000831,Miller-Pace,MEA,Services,2024-12-01,6,77.39,75.0,34.83,56.74,93.24,67.68,68.91,0.412,56.41,58,53.64,0,0,0,66.45,70.52,-4.07,Deteriorating,303073.74,0.1,Medium,False,Approved,38
202,VND-001180,"Sharp, Sullivan and Patrick",EMEA,Services,2024-12-01,6,73.75,75.3,36.96,58.29,95.65,67.67,64.47,0.107,9.41,9,43.13,0,0,0,66.61,69.64,-3.03,Deteriorating,1481636.21,0.92,Medium,False,Approved,39
203,VND-000214,Blair Ltd,APAC,Raw Materials,2024-12-01,6,81.22,90.12,22.05,40.58,98.47,67.66,77.6,0.08,24.59,26,63.26,0,0,0,68.01,66.35,1.66,Stable,1360253.84,0.89,High,False,Approved,40
204,VND-000001,Mccoy Inc,MEA,Services,2024-12-01,6,77.51,81.32,23.92,63.81,91.85,67.65,81.36,0.404,9.05,8,88.72,0,0,0,67.56,68.49,-0.93,Stable,560245.36,0.44,High,False,Approved,40
205,VND-000294,Shannon-Walters,Americas,Logistics,2024-12-01,6,75.83,79.67,30.39,54.89,97.71,67.65,66.89,0.049,37.51,39,46.61,0,0,0,69.35,64.37,4.98,Improving,1054053.86,0.8,Medium,False,Approved,32
206,VND-000157,Rodriguez PLC,Americas,Services,2024-12-01,6,79.5,82.38,26.56,53.56,92.82,67.6,71.49,0.018,12.8,10,35.36,0,0,0,67.77,67.95,-0.18,Stable,411776.84,0.2,High,False,Approved,41
207,VND-000665,Smith-Davis,EMEA,Raw Materials,2024-12-01,6,72.78,80.08,33.17,57.79,96.19,67.58,75.23,0.259,33.71,41,53.49,1,0,0,67.43,68.17,-0.74,Stable,443670.1,0.25,High,False,Approved,41
208,VND-001114,"Torres, Collins and Nelson",APAC,Packaging,2024-12-01,6,73.71,75.58,25.57,74.79,93.45,67.58,76.94,0.409,11.95,10,67.72,0,0,0,67.1,68.85,-1.75,Stable,284977.75,0.09,High,False,Approved,26
209,VND-000010,Carter Ltd,MEA,Packaging,2024-12-01,6,78.92,75.4,41.92,45.6,90.55,67.56,19.39,0.149,42.07,39,54.41,0,0,0,68.01,65.32,2.69,Improving,1841008.43,0.96,Medium,False,Approved,27
210,VND-000047,"Parker, Howard and Garcia",EMEA,Industrial Parts,2024-12-01,6,74.6,77.5,28.01,65.46,94.99,67.55,73.61,0.07,25.43,30,62.51,0,0,0,68.39,66.47,1.92,Stable,488819.27,0.34,High,False,Approved,40
211,VND-000656,Brown Inc,APAC,Electronics,2024-12-01,6,73.4,80.02,39.92,48.99,94.59,67.54,18.15,0.039,21.6,22,53.45,0,0,0,68.77,63.46,5.31,Improving,365491.2,0.16,Medium,False,Approved,30
212,VND-000659,Bailey-Snyder,APAC,Raw Materials,2024-12-01,6,74.04,73.67,39.96,54.77,95.88,67.53,65.88,0.127,41.27,47,46.77,0,0,0,70.49,62.02,8.47,Improving,440268.52,0.24,Medium,False,Approved,42
213,VND-000158,"Brown, Jordan and Sullivan",APAC,Logistics,2024-12-01,6,74.66,71.72,34.15,66.87,92.72,67.51,69.76,0.02,50.29,48,65.35,0,0,0,65.59,70.2,-4.61,Deteriorating,444831.63,0.25,Medium,False,Approved,33
214,VND-000272,Bell-Levine,Americas,Logistics,2024-12-01,6,81.98,86.85,22.74,43.83,96.1,67.5,74.76,0.102,48.51,47,81.95,0,0,0,67.2,68.77,-1.57,Stable,591726.75,0.49,High,False,Approved,34
215,VND-000777,Taylor-Brown,APAC,Industrial Parts,2024-12-01,6,74.96,78.8,27.12,68.06,90.77,67.49,69.61,0.155,51.87,44,62.45,0,0,0,67.51,66.72,0.79,Stable,591571.71,0.49,Medium,False,Approved,41
216,VND-001108,"Brown, Hughes and Meyer",EMEA,Industrial Parts,2024-12-01,6,78.95,80.24,23.93,62.15,90.78,67.46,78.75,0.399,49.37,42,98.69,0,0,0,66.84,69.69,-2.85,Deteriorating,487681.74,0.34,High,False,Approved,42
217,VND-000579,"Carter, Alexander and Alvarado",EMEA,Logistics,2024-12-01,6,75.62,76.02,39.94,45.81,97.82,67.42,13.81,0.202,14.25,20,82.51,0,0,0,69.01,62.59,6.42,Improving,514740.32,0.37,Medium,False,Approved,35
218,VND-000230,"Hammond, Baker and Joseph",EMEA,Services,2024-12-01,6,76.82,73.87,26.98,63.31,97.66,67.36,71.86,0.128,25.54,29,39.04,0,1,0,67.57,66.71,0.86,Stable,916705.3,0.75,Critical,False,Conditional,42
219,VND-000771,Wilson and Sons,Americas,Industrial Parts,2024-12-01,6,82.13,84.04,20.84,55.32,89.61,67.35,81.95,0.01,40.45,35,79.41,0,0,0,66.77,68.75,-1.98,Stable,664557.05,0.57,High,False,Approved,43
220,VND-000860,Marshall LLC,Americas,Packaging,2024-12-01,6,83.19,86.64,20.7,49.29,90.12,67.34,87.35,0.067,46.93,46,92.84,0,0,0,66.94,67.5,-0.56,Stable,643106.6,0.55,High,False,Approved,28
221,VND-000705,Cole-Lee,APAC,Packaging,2024-12-01,6,75.35,73.27,25.17,69.58,97.21,67.31,76.47,0.147,31.65,42,64.44,0,0,0,66.82,68.06,-1.24,Stable,546634.58,0.42,High,False,Approved,29
222,VND-000938,Green PLC,MEA,Services,2024-12-01,6,75.03,72.67,28.61,69.58,94.01,67.31,69.39,0.178,19.9,16,43.23,1,0,0,66.49,68.86,-2.37,Deteriorating,420417.77,0.22,Medium,False,Approved,43
223,VND-000869,Ward-Sharp,APAC,Logistics,2024-12-01,6,73.71,76.85,27.54,69.11,92.82,67.28,64.54,0.022,12.41,12,44.71,0,0,0,67.41,66.14,1.28,Stable,436676.53,0.24,Medium,False,Approved,36
