finance_record_id,record_date,fiscal_week,fiscal_quarter,fiscal_year,order_id,vendor_id,shipment_id,transaction_type,revenue_usd,procurement_cost_usd,logistics_cost_usd,operational_cost_usd,sla_penalty_usd,gross_profit_usd,ebitda_usd,accounts_receivable_usd,accounts_payable_usd,inventory_value_usd,working_capital_usd,working_capital_ratio,cash_flow_usd,cash_position_usd,days_sales_outstanding,days_payable_outstanding,cash_conversion_cycle,financial_risk_score,risk_flag,cash_flow_sign_issue_flag,procurement_gt_revenue_flag
FIN-0000016755,2021-11-20,46,Q4,2021,ORD-00079087,,,Revenue,44215.51,0.0,0.0,0.0,0.0,44215.51,44215.51,27135.33,53764.88,515320.28,488690.73,10.0894,795681.75,-3830699834.7,62.54,66.73,52.14,22.14,0,False,False
FIN-0000019855,2021-11-20,46,Q4,2021,ORD-00011868,,,Revenue,5874.84,0.0,0.0,0.0,0.0,5874.84,5874.84,50950.13,39782.2,32491.52,43659.45,2.0975,731209.38,-3829968625.32,64.62,47.66,74.4,28.82,0,False,False
FIN-0000020116,2021-11-20,46,Q4,2021,ORD-00032863,,,Revenue,695.43,0.0,0.0,0.0,0.0,695.43,695.43,14248.61,82316.16,130169.74,62102.19,1.7544,1110005.19,-3828858620.13,40.59,84.42,2.85,25.82,0,False,False
FIN-0000020195,2021-11-20,46,Q4,2021,ORD-00023486,,SHP-00070332,Logistics Cost,0.0,0.0,31003.36,0.0,0.0,0.0,-31003.36,64475.01,34671.72,124264.22,154067.51,5.4436,-832939.21,-3829691559.34,50.03,86.84,21.9,22.99,0,False,False
FIN-0000022298,2021-11-20,46,Q4,2021,ORD-00022695,,,Revenue,48798.42,0.0,0.0,0.0,0.0,48798.42,48798.42,67924.53,34635.51,28263.4,61552.42,2.7771,138044.32,-3829553515.02,49.89,54.93,36.31,23.03,0,False,False
FIN-0000025531,2021-11-20,46,Q4,2021,,,,Revenue,23136.76,0.0,0.0,0.0,0.0,23136.76,23136.76,18048.52,136878.93,40943.76,-77886.65,0.431,466696.17,-3829086818.85,39.02,81.78,5.2,37.67,1,True,False
FIN-0000026289,2021-11-20,46,Q4,2021,ORD-00061699,,,Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,-29110.91,121614.94,12612.74,66811.0,175813.2,14.9393,-197252.88,-3829284071.73,45.88,77.11,19.48,24.24,0,False,False
FIN-0000028675,2021-11-20,46,Q4,2021,,,SHP-00009934,Logistics Cost,0.0,0.0,799.21,0.0,0.0,0.0,-799.21,125692.29,281174.25,480487.0,325005.04,2.1559,-1239453.15,-3830523524.88,53.27,57.46,51.11,23.85,0,True,False
FIN-0000030984,2021-11-20,46,Q4,2021,,VND-000018,,Procurement,0.0,5160.66,0.0,0.0,0.0,-5160.66,0.0,13511.93,27868.81,81280.04,66923.16,3.4014,-8742.63,-3830532267.51,65.08,82.26,23.11,20.0,0,True,False
FIN-0000031882,2021-11-20,46,Q4,2021,,,,Revenue,22974.75,0.0,0.0,0.0,0.0,22974.75,22974.75,10496.4,36432.78,101292.73,75356.35,3.0684,101612.47,-3830430655.04,62.93,73.69,39.32,20.0,0,True,False
FIN-0000032414,2021-11-20,46,Q4,2021,ORD-00039327,,,Operational Expense,0.0,0.0,0.0,4089.19,0.0,0.0,-4089.19,28213.12,29899.25,54149.89,52463.76,2.7547,-59825.84,-3830490480.88,68.48,76.36,34.58,20.0,0,False,False
FIN-0000032448,2021-11-20,46,Q4,2021,,,,Revenue,196689.1,0.0,0.0,0.0,0.0,196689.1,196689.1,91430.87,18756.74,18607.68,91281.81,5.8666,43828.49,-3830446652.39,42.49,76.88,26.38,25.25,0,False,False
FIN-0000038341,2021-11-20,46,Q4,2021,ORD-00083741,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70101.81,36398.54,379488.43,413191.7,12.3519,-1132792.64,-3831579445.03,65.19,68.74,46.42,20.43,0,False,False
FIN-0000041504,2021-11-20,46,Q4,2021,ORD-00087088,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346581.31,9758.31,77179.3,414002.3,43.4256,-1266681.39,-3832846126.42,60.42,57.03,42.06,20.0,0,True,False
FIN-0000042008,2021-11-20,46,Q4,2021,,,SHP-00071567,Logistics Cost,0.0,0.0,3164.29,0.0,0.0,0.0,-3164.29,60006.29,101824.98,695005.95,653187.26,7.4148,-1058967.81,-3833905094.23,38.06,69.21,19.44,26.58,0,True,False
FIN-0000043345,2021-11-20,46,Q4,2021,,VND-000288,,Procurement,0.0,8800.54,0.0,0.0,0.0,-8800.54,0.0,46895.65,59168.59,112027.59,99754.65,2.6859,-1224065.95,-3835129160.18,52.19,69.58,22.33,22.34,0,False,False
FIN-0000045630,2021-11-20,46,Q4,2021,ORD-00019993,,,Revenue,21671.67,0.0,0.0,0.0,0.0,21671.67,21671.67,158711.89,93962.53,42931.44,107680.8,2.146,520369.92,-3834608790.26,44.49,56.07,22.27,24.65,0,False,False
FIN-0000046461,2021-11-20,46,Q4,2021,,VND-001164,,Procurement,0.0,19610.06,0.0,0.0,0.0,-19610.06,0.0,55470.4,44844.73,92517.47,103143.14,3.3,-539512.39,-3835148302.65,62.68,63.0,48.04,20.91,0,True,False
FIN-0000048527,2021-11-20,46,Q4,2021,,,,Operational Expense,0.0,0.0,0.0,8702.07,0.0,0.0,-8702.07,39416.31,25396.56,76896.53,90916.28,4.5799,-558471.37,-3835706774.02,36.91,78.34,7.34,53.26,0,False,False
FIN-0000048986,2021-11-20,46,Q4,2021,,VND-000775,,Procurement,0.0,4277.1,0.0,0.0,0.0,-4277.1,0.0,220491.79,30690.7,88476.91,278278.0,10.0672,-519648.55,-3836226422.57,60.96,73.23,34.25,20.0,0,True,False
FIN-0000052072,2021-11-20,46,Q4,2021,,,SHP-00063590,Logistics Cost,0.0,0.0,4905.05,0.0,0.0,0.0,-4905.05,69432.59,59414.15,63733.34,73751.78,2.2413,-191071.55,-3836417494.12,45.35,72.17,17.0,24.4,0,False,False
FIN-0000053258,2021-11-20,46,Q4,2021,ORD-00014613,VND-000525,,Procurement,0.0,3706.62,0.0,0.0,0.0,-3706.62,0.0,54010.6,394739.19,107597.21,-233131.38,0.4094,-796086.27,-3837213580.39,65.01,64.47,57.35,35.52,1,True,False
FIN-0000053412,2021-11-20,46,Q4,2021,,VND-000152,,Procurement,0.0,904.05,0.0,0.0,0.0,-904.05,0.0,64597.66,291709.6,543967.16,316855.22,2.0862,-534854.17,-3837748434.56,57.53,68.49,18.63,20.74,0,False,False
FIN-0000058711,2021-11-20,46,Q4,2021,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37013.08,20699.04,70592.65,86906.69,5.1986,-312079.92,-3838060514.48,61.57,89.19,30.49,20.0,0,True,False
FIN-0000060436,2021-11-20,46,Q4,2021,,VND-000967,,Procurement,0.0,16290.67,0.0,0.0,0.0,-16290.67,0.0,27270.85,38415.56,208527.91,197383.2,6.1381,-395754.22,-3838456268.7,33.89,65.44,-3.32,27.83,0,True,False
FIN-0000062542,2021-11-20,46,Q4,2021,,,,SLA Penalty,0.0,0.0,0.0,0.0,6695.74,0.0,0.0,13672.8,92028.37,178705.75,100350.18,2.0904,-474048.45,-3838930317.15,44.57,67.31,3.75,24.63,0,True,False
FIN-0000063160,2021-11-20,46,Q4,2021,ORD-00072908,VND-000860,,Procurement,0.0,84453.61,0.0,0.0,0.0,-84453.61,0.0,29204.92,11441.44,50140.57,67904.05,6.9349,-852449.3,-3839782766.45,67.11,62.8,52.26,22.18,0,False,False
FIN-0000064492,2021-11-20,46,Q4,2021,ORD-00055837,VND-000175,,Procurement,0.0,1775.62,0.0,0.0,0.0,-1775.62,0.0,34081.21,22786.53,39435.79,50730.47,3.2263,-42417.76,-3839825184.21,46.1,61.72,6.09,24.17,0,False,False
FIN-0000064709,2021-11-20,46,Q4,2021,,,,Revenue,14180.69,0.0,0.0,0.0,0.0,14180.69,14180.69,216936.17,33018.81,780622.53,964539.89,30.2118,112915.57,-3839712268.64,56.77,82.31,17.52,20.97,0,True,False
FIN-0000000571,2021-11-21,46,Q4,2021,,,,SLA Penalty,0.0,0.0,0.0,0.0,6600.97,0.0,0.0,80755.35,54211.98,127193.56,153736.93,3.8358,-295707.71,-3840007976.35,54.33,84.73,37.74,21.7,0,True,False
FIN-0000001885,2021-11-21,46,Q4,2021,ORD-00009512,VND-000552,,Procurement,0.0,7163.97,0.0,0.0,0.0,-7163.97,0.0,262319.14,41842.83,187575.08,408051.39,10.752,-229564.96,-3840237541.31,38.1,64.67,19.22,26.57,0,False,False
FIN-0000002487,2021-11-21,46,Q4,2021,,VND-000712,,Procurement,0.0,24076.43,0.0,0.0,0.0,-24076.43,0.0,55541.68,271869.18,556509.77,340182.27,2.2513,-547544.83,-3840785086.14,53.79,68.43,44.72,21.86,0,False,False
FIN-0000002769,2021-11-21,46,Q4,2021,,,,Revenue,160525.8,0.0,0.0,0.0,0.0,160525.8,160525.8,41752.36,19876.43,31074.56,52950.49,3.664,411642.44,-3840373443.7,70.34,51.7,78.13,29.94,0,False,False
FIN-0000003112,2021-11-21,46,Q4,2021,,VND-000009,,Procurement,0.0,3563.4,0.0,0.0,0.0,-3563.4,0.0,39197.26,53420.88,46812.91,32589.29,1.61,-586443.39,-3840959887.09,48.87,82.28,11.4,23.34,0,True,False
FIN-0000003236,2021-11-21,46,Q4,2021,,,,Revenue,22279.45,0.0,0.0,0.0,0.0,22279.45,22279.45,50673.46,39375.95,862124.98,873422.49,23.1816,797687.87,-3840162199.22,39.55,73.76,10.17,26.14,0,True,False
FIN-0000003928,2021-11-21,46,Q4,2021,ORD-00000963,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123017.73,192979.77,50641.7,-19320.34,0.8999,-81695.03,-3840243894.25,33.62,61.05,30.47,29.92,1,False,False
FIN-0000006087,2021-11-21,46,Q4,2021,ORD-00053285,,,Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,-98310.67,52482.75,398555.72,551199.58,205126.61,1.5147,-311770.41,-3840555664.66,69.27,73.33,54.57,22.87,0,True,False
FIN-0000006100,2021-11-21,46,Q4,2021,ORD-00019895,VND-000335,,Procurement,0.0,5700.93,0.0,0.0,0.0,-5700.93,0.0,129278.32,135976.15,21230.89,14533.06,1.1069,-292391.37,-3840848056.03,42.05,62.07,25.4,25.38,0,False,False
FIN-0000008577,2021-11-21,46,Q4,2021,ORD-00069317,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218617.9,9743.06,340375.26,549250.1,57.3735,-1526199.05,-3842374255.08,76.78,86.26,24.91,20.0,0,True,False
FIN-0000010176,2021-11-21,46,Q4,2021,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42205.12,197148.65,74904.13,-80039.4,0.594,-66502.19,-3842440757.27,56.91,81.49,27.47,29.05,1,False,False
FIN-0000011626,2021-11-21,46,Q4,2021,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68777.7,26385.14,181517.67,223910.23,9.4862,-660332.14,-3843101089.41,60.38,67.39,42.38,20.0,0,False,False
FIN-0000011730,2021-11-21,46,Q4,2021,ORD-00069183,,SHP-00023570,Logistics Cost,0.0,0.0,2826.44,0.0,0.0,0.0,-2826.44,629538.33,232637.71,88483.37,485383.99,3.0864,-571085.92,-3843672175.33,71.86,28.92,95.89,35.27,0,True,False
FIN-0000011901,2021-11-21,46,Q4,2021,ORD-00062665,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81143.05,42183.86,24127.34,63086.53,2.4955,-497559.6,-3844169734.93,39.71,48.71,40.05,26.09,0,False,False
FIN-0000012296,2021-11-21,46,Q4,2021,ORD-00085714,,SHP-00058063,Logistics Cost,0.0,0.0,1763.64,0.0,0.0,0.0,-1763.64,1672.77,18377.34,139365.74,122661.17,7.6746,-364245.08,-3844533980.01,68.39,81.37,29.96,20.0,0,True,False
FIN-0000012873,2021-11-21,46,Q4,2021,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126344.19,5514.7,34850.67,155680.16,29.23,-51972.3,-3844585952.31,49.28,80.6,3.65,23.22,0,True,False
FIN-0000016485,2021-11-21,46,Q4,2021,ORD-00076463,,,Revenue,26136.66,0.0,0.0,0.0,0.0,26136.66,26136.66,41540.65,27209.76,362347.77,376678.66,14.8435,800962.62,-3843784989.69,55.39,93.64,-2.86,21.38,0,True,False
FIN-0000018404,2021-11-21,46,Q4,2021,,VND-000213,,Procurement,0.0,216707.59,0.0,0.0,0.0,-216707.59,0.0,54960.44,16061.51,37072.63,75971.56,5.73,-334823.25,-3844119812.94,33.3,75.59,-0.49,28.01,0,False,False
FIN-0000018798,2021-11-21,46,Q4,2021,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215699.99,18992.77,34910.37,231617.59,13.195,-601524.43,-3844721337.37,67.49,67.27,52.1,22.13,0,True,False
FIN-0000019886,2021-11-21,46,Q4,2021,ORD-00009142,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53285.93,306055.19,86465.28,-166303.98,0.4566,-559083.28,-3845280420.65,59.04,59.21,67.09,37.78,1,False,False
FIN-0000021534,2021-11-21,46,Q4,2021,,,,Revenue,1706.36,0.0,0.0,0.0,0.0,1706.36,1706.36,81689.79,19993.2,51317.29,113013.88,6.6526,1158542.45,-3844121878.2,62.33,68.92,37.0,20.0,0,False,False
FIN-0000025537,2021-11-21,46,Q4,2021,ORD-00078692,VND-000747,,Procurement,0.0,1335129.39,0.0,0.0,0.0,-1335129.39,0.0,18855.79,12946.45,40501.69,46411.03,4.5848,-794895.69,-3844916773.89,71.18,76.24,46.87,66.95,0,False,False
FIN-0000026898,2021-11-21,46,Q4,2021,,,SHP-00038897,Logistics Cost,0.0,0.0,582.46,0.0,0.0,0.0,-582.46,203779.73,8936.02,56105.65,250949.36,29.0829,-248786.66,-3845165560.55,70.75,64.79,53.7,22.61,0,False,False
FIN-0000027322,2021-11-21,46,Q4,2021,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4737.42,110635.93,28238.57,-77659.94,0.2981,-883516.75,-3846049077.3,47.84,64.01,22.77,37.69,1,True,False
FIN-0000029180,2021-11-21,46,Q4,2021,,,,Revenue,9060.6,0.0,0.0,0.0,0.0,9060.6,9060.6,8488.15,67368.23,356245.49,297365.41,5.414,1650408.35,-3844398668.95,56.52,44.23,47.96,21.93,0,False,False
FIN-0000029998,2021-11-21,46,Q4,2021,ORD-00006434,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12588.49,67474.7,56278.73,1392.52,1.0206,-576910.84,-3844975579.79,50.31,25.55,67.99,29.8,0,True,False
FIN-0000032043,2021-11-21,46,Q4,2021,ORD-00068816,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129145.29,98870.64,53356.88,83631.53,1.8459,-423909.35,-3845399489.14,58.21,73.59,17.61,20.54,0,True,False
FIN-0000032368,2021-11-21,46,Q4,2021,ORD-00084626,,,Revenue,7083.93,0.0,0.0,0.0,0.0,7083.93,7083.93,13517.52,46869.27,50042.75,16691.0,1.3561,952748.57,-3844446740.57,54.47,54.4,40.67,21.66,0,False,False
FIN-0000033331,2021-11-21,46,Q4,2021,ORD-00026977,,,Revenue,96963.21,0.0,0.0,0.0,0.0,96963.21,96963.21,102208.4,25879.41,404427.03,480756.02,19.5768,161344.99,-3844285395.58,57.37,67.37,30.26,20.79,0,True,False
FIN-0000035042,2021-11-21,46,Q4,2021,,,,Revenue,10371.09,0.0,0.0,0.0,0.0,10371.09,10371.09,78229.96,73776.12,456646.38,461100.22,7.25,1917988.42,-3842367407.16,51.49,57.53,41.24,22.55,0,False,False
FIN-0000037809,2021-11-21,46,Q4,2021,,,,Operational Expense,0.0,0.0,0.0,7288.59,0.0,0.0,-7288.59,8378.84,47362.46,66406.41,27422.79,1.579,-603610.77,-3842971017.93,59.31,69.44,41.6,20.21,0,True,False
FIN-0000043822,2021-11-21,46,Q4,2021,,,,Revenue,35571.45,0.0,0.0,0.0,0.0,35571.45,35571.45,26418.76,12919.91,50275.69,63774.54,5.9361,67649.45,-3842903368.48,72.11,56.8,49.83,62.83,0,True,False
FIN-0000044284,2021-11-21,46,Q4,2021,,,,Revenue,907.62,0.0,0.0,0.0,0.0,907.62,907.62,86455.02,12465.35,78490.64,152480.31,13.2323,617398.54,-3842285969.94,41.38,69.4,15.24,25.59,0,True,False
FIN-0000044483,2021-11-21,46,Q4,2021,,,,Revenue,95429.06,0.0,0.0,0.0,0.0,95429.06,95429.06,68072.55,31008.51,249949.57,287013.61,10.256,550989.48,-3841734980.46,70.15,56.69,31.34,20.0,0,True,False
FIN-0000044503,2021-11-21,46,Q4,2021,ORD-00058862,,,Revenue,15018.34,0.0,0.0,0.0,0.0,15018.34,15018.34,53316.87,80633.37,48831.63,21515.13,1.2668,1072288.76,-3840662691.7,57.39,56.46,30.85,20.78,0,False,False
FIN-0000048742,2021-11-21,46,Q4,2021,,,,Revenue,37292.17,0.0,0.0,0.0,0.0,37292.17,37292.17,175271.85,57899.79,171722.87,289094.93,5.993,89751.54,-3840572940.16,70.82,90.4,20.09,20.0,0,False,False
FIN-0000049811,2021-11-21,46,Q4,2021,,VND-000864,,Procurement,0.0,12905.32,0.0,0.0,0.0,-12905.32,0.0,81355.34,13199.64,74347.07,142502.77,11.796,-461585.06,-3841034525.22,55.07,70.93,39.99,21.48,0,True,False
FIN-0000054491,2021-11-21,46,Q4,2021,ORD-00085251,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67608.78,9607.69,24562.7,82563.79,9.5935,-318813.98,-3841353339.2,47.77,63.51,32.62,23.67,0,True,False
FIN-0000054986,2021-11-21,46,Q4,2021,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40119.84,29645.07,61590.59,72065.36,3.4309,-64121.88,-3841417461.08,58.34,62.24,39.37,20.5,0,False,False
FIN-0000056953,2021-11-21,46,Q4,2021,,,,Revenue,13345.43,0.0,0.0,0.0,0.0,13345.43,13345.43,9008.65,8502.05,220375.99,220882.59,26.9799,870383.66,-3840547077.42,25.41,87.98,-35.08,30.38,0,False,False
FIN-0000058961,2021-11-21,46,Q4,2021,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22065.68,35468.55,105915.55,92512.68,3.6083,-2471207.18,-3843018284.6,64.53,51.35,68.29,77.41,1,False,False
FIN-0000059236,2021-11-21,46,Q4,2021,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3591.56,231743.48,25348.06,-202803.86,0.1249,-156246.7,-3843174531.3,54.88,62.54,35.72,39.04,1,False,False
FIN-0000059599,2021-11-21,46,Q4,2021,ORD-00051904,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38298.99,24832.0,35679.1,49146.09,2.9791,-404155.71,-3843578687.01,59.54,50.47,56.59,23.62,0,False,False
FIN-0000060881,2021-11-21,46,Q4,2021,,,,SLA Penalty,0.0,0.0,0.0,0.0,14975.04,0.0,0.0,7210.82,82109.06,99685.6,24787.36,1.3019,-689695.78,-3844268382.79,64.63,71.19,35.92,20.0,0,False,False
FIN-0000060936,2021-11-21,46,Q4,2021,ORD-00088483,,,Revenue,14187.48,0.0,0.0,0.0,0.0,14187.48,14187.48,180211.42,52294.39,68655.11,196572.14,4.759,470134.82,-3843798247.97,48.28,37.45,37.0,23.52,0,True,False
FIN-0000061467,2021-11-21,46,Q4,2021,ORD-00061589,,,Operational Expense,0.0,0.0,0.0,4062.22,0.0,0.0,-4062.22,175935.48,186146.7,134815.37,124604.15,1.6694,-300936.5,-3844099184.47,62.06,45.44,56.84,23.55,0,True,False
FIN-0000062177,2021-11-21,46,Q4,2021,ORD-00008749,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15056.19,165159.94,76202.37,-73901.38,0.5525,-976991.51,-3845076175.98,43.32,65.33,19.22,33.95,1,True,False
FIN-0000065233,2021-11-21,46,Q4,2021,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22152.3,181374.62,219994.65,60772.33,1.3351,-281482.09,-3845357658.07,74.27,68.24,49.63,21.39,0,False,False
FIN-0000065530,2021-11-21,46,Q4,2021,,,,Revenue,13957.83,0.0,0.0,0.0,0.0,13957.83,13957.83,35123.25,82781.24,123460.91,75802.92,1.9157,802574.76,-3844555083.31,66.47,63.1,59.22,24.27,0,False,False
FIN-0000000348,2021-11-22,47,Q4,2021,ORD-00075184,,,Operational Expense,0.0,0.0,0.0,10090.15,0.0,0.0,-10090.15,20275.86,64217.17,33074.8,-10866.51,0.8308,-810525.12,-3845365608.43,36.46,56.91,21.28,30.45,1,False,False
FIN-0000001440,2021-11-22,47,Q4,2021,ORD-00064628,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123171.2,18881.37,56234.33,160524.16,9.5017,-1579627.78,-3846945236.21,48.77,77.12,27.37,23.37,0,True,False
FIN-0000001758,2021-11-22,47,Q4,2021,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61027.06,75192.16,137827.74,123662.64,2.6446,-234104.65,-3847179340.86,39.09,67.3,23.94,26.27,0,True,False
FIN-0000002289,2021-11-22,47,Q4,2021,ORD-00083822,,,Revenue,16576.76,0.0,0.0,0.0,0.0,16576.76,16576.76,17885.71,48581.72,33386.6,2690.59,1.0554,1125591.47,-3846053749.39,64.32,57.95,37.28,20.0,0,False,False
FIN-0000002470,2021-11-22,47,Q4,2021,ORD-00081735,,,Revenue,19689.46,0.0,0.0,0.0,0.0,19689.46,19689.46,80283.04,13770.8,83931.63,150443.87,11.9248,668020.21,-3845385729.18,45.73,70.39,14.35,24.28,0,True,False
FIN-0000007048,2021-11-22,47,Q4,2021,ORD-00061497,,SHP-00068594,Logistics Cost,0.0,0.0,547.05,0.0,0.0,0.0,-547.05,109971.84,6770.64,379686.71,482887.91,72.3209,-167905.72,-3845553634.9,62.83,100.51,7.21,20.0,0,True,False
FIN-0000007448,2021-11-22,47,Q4,2021,ORD-00026031,VND-000017,,Procurement,0.0,6821.15,0.0,0.0,0.0,-6821.15,0.0,32812.87,7464.34,81840.04,107188.57,15.3601,-794362.15,-3846347997.05,67.54,55.27,67.68,26.8,0,True,False
FIN-0000009478,2021-11-22,47,Q4,2021,,,,Revenue,11756.66,0.0,0.0,0.0,0.0,11756.66,11756.66,196733.5,92340.45,555917.23,660310.28,8.1508,1207415.45,-3845140581.6,58.31,69.64,22.88,20.51,0,False,False
FIN-0000009783,2021-11-22,47,Q4,2021,ORD-00022393,,SHP-00080828,Logistics Cost,0.0,0.0,744.08,0.0,0.0,0.0,-744.08,60839.02,28833.63,73305.08,105310.47,4.6523,-1873109.25,-3847013690.85,50.31,70.71,20.91,22.91,0,True,False
FIN-0000013141,2021-11-22,47,Q4,2021,ORD-00008240,,,Revenue,49063.74,0.0,0.0,0.0,0.0,49063.74,49063.74,17823.41,4420.37,122573.63,135976.67,31.7614,1163521.42,-3845850169.43,63.96,66.53,35.83,20.0,0,False,False
FIN-0000013523,2021-11-22,47,Q4,2021,,VND-000534,,Procurement,0.0,12102.69,0.0,0.0,0.0,-12102.69,0.0,23006.84,72888.25,126612.12,76730.71,2.0527,-148039.84,-3845998209.27,57.21,79.17,12.86,20.84,0,True,False
FIN-0000014106,2021-11-22,47,Q4,2021,,,SHP-00072414,Logistics Cost,0.0,0.0,1013.38,0.0,0.0,0.0,-1013.38,64591.62,25449.31,159692.68,198834.99,8.813,-182945.73,-3846181155.0,69.69,81.16,28.89,20.0,0,True,False
FIN-0000014497,2021-11-22,47,Q4,2021,,VND-000561,,Procurement,0.0,6830.41,0.0,0.0,0.0,-6830.41,0.0,61025.11,23235.05,30203.56,67993.62,3.9263,-1005540.67,-3847186695.67,31.67,61.0,-1.09,28.5,0,True,False
FIN-0000015646,2021-11-22,47,Q4,2021,,,,Operational Expense,0.0,0.0,0.0,1098.15,0.0,0.0,-1098.15,194398.24,91522.27,58343.84,161219.81,2.7615,-942894.52,-3848129590.19,42.98,75.44,17.11,25.11,0,False,False
FIN-0000016197,2021-11-22,47,Q4,2021,ORD-00056673,VND-000028,,Procurement,0.0,12280.77,0.0,0.0,0.0,-12280.77,0.0,18648.67,863572.1,55933.51,-788989.92,0.0864,-480600.11,-3848610190.3,60.76,67.74,31.54,38.27,1,False,False
FIN-0000016663,2021-11-22,47,Q4,2021,,VND-001073,,Procurement,0.0,50810.12,0.0,0.0,0.0,-50810.12,0.0,46864.9,24764.89,41178.78,63278.79,3.5552,-44477.1,-3848654667.4,54.51,46.95,55.35,24.75,0,False,False
FIN-0000019757,2021-11-22,47,Q4,2021,ORD-00018336,,,Revenue,29299.94,0.0,0.0,0.0,0.0,29299.94,29299.94,15174.49,85970.95,41587.95,-29208.51,0.6603,334381.88,-3848320285.52,58.15,32.14,64.8,33.29,1,False,False
FIN-0000023377,2021-11-22,47,Q4,2021,,,,Revenue,51350.94,0.0,0.0,0.0,0.0,51350.94,51350.94,157680.79,170616.06,160002.83,147067.56,1.862,690106.07,-3847630179.45,83.74,72.33,63.72,25.62,0,True,False
FIN-0000024618,2021-11-22,47,Q4,2021,,,,Revenue,8170.97,0.0,0.0,0.0,0.0,8170.97,8170.97,321902.89,66713.5,40065.51,295254.9,5.4257,877380.08,-3846752799.37,44.23,75.28,32.25,24.73,0,True,False
FIN-0000025677,2021-11-22,47,Q4,2021,ORD-00039491,,SHP-00083913,Logistics Cost,0.0,0.0,316.98,0.0,0.0,0.0,-316.98,27010.51,60177.83,315626.6,282459.28,5.6937,-290528.37,-3847043327.74,48.1,57.17,33.39,23.57,0,True,False
FIN-0000028581,2021-11-22,47,Q4,2021,,VND-000111,,Procurement,0.0,5594.38,0.0,0.0,0.0,-5594.38,0.0,1271758.02,83272.48,21629.94,1210115.48,15.532,-12796.75,-3847056124.49,61.12,72.18,22.65,20.0,0,False,False
FIN-0000028776,2021-11-22,47,Q4,2021,ORD-00063563,VND-000447,,Procurement,0.0,8178.56,0.0,0.0,0.0,-8178.56,0.0,80263.87,61121.16,42392.26,61534.97,2.0068,-1059353.74,-3848115478.23,79.66,48.11,62.64,25.29,0,True,False
FIN-0000030285,2021-11-22,47,Q4,2021,ORD-00071938,,,Revenue,442531.56,0.0,0.0,0.0,0.0,442531.56,442531.56,36064.36,62889.56,90036.8,63211.6,2.0051,1341489.44,-3846773988.79,54.06,66.57,49.2,23.04,0,False,False
FIN-0000030861,2021-11-22,47,Q4,2021,,VND-000348,,Procurement,0.0,64273.22,0.0,0.0,0.0,-64273.22,0.0,32130.32,13999.55,101222.78,119353.55,9.5255,-1056034.05,-3847830022.84,52.15,101.89,-17.24,22.36,0,False,False
FIN-0000032033,2021-11-22,47,Q4,2021,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19249.83,85712.57,148148.08,81685.34,1.953,-286354.19,-3848116377.03,68.02,80.7,52.03,22.11,0,False,False
FIN-0000032907,2021-11-22,47,Q4,2021,,,,COGS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25926.16,5073.85,143895.12,164747.43,33.4699,-340401.93,-3848456778.96,60.1,58.63,47.56,20.77,0,False,False
FIN-0000035128,2021-11-22,47,Q4,2021,ORD-00014161,VND-000766,,Procurement,0.0,5703.51,0.0,0.0,0.0,-5703.51,0.0,52423.19,120807.06,127292.64,58908.77,1.4876,-443681.02,-3848900459.98,72.43,55.03,61.64,24.99,0,True,False
FIN-0000036397,2021-11-22,47,Q4,2021,ORD-00053719,VND-000089,,Procurement,0.0,14762.65,0.0,0.0,0.0,-14762.65,0.0,195506.44,261404.46,176565.1,110667.08,1.4234,-193799.35,-3849094259.33,75.81,62.5,63.63,25.59,0,True,False
