shipment_id,source_row,quality_score,selected,conflict_columns,resolution
SHP-00054379,25417,15,False,,exact duplicate; retained first source row
SHP-00030271,11703,14,True,,exact duplicate; retained first source row
SHP-00030271,72968,14,False,,exact duplicate; retained first source row
SHP-00026009,11735,15,True,,exact duplicate; retained first source row
SHP-00026009,69623,15,False,,exact duplicate; retained first source row
SHP-00036097,11760,15,True,,exact duplicate; retained first source row
SHP-00036097,77493,15,False,,exact duplicate; retained first source row
SHP-00077712,11765,14,True,,exact duplicate; retained first source row
SHP-00077712,49386,14,False,,exact duplicate; retained first source row
SHP-00022928,11780,15,True,,exact duplicate; retained first source row
SHP-00022928,19057,15,False,,exact duplicate; retained first source row
SHP-00043780,11796,15,True,,exact duplicate; retained first source row
SHP-00043780,49946,15,False,,exact duplicate; retained first source row
SHP-00039316,11813,14,True,,exact duplicate; retained first source row
SHP-00039316,71361,14,False,,exact duplicate; retained first source row
SHP-00023470,11827,14,True,,exact duplicate; retained first source row
SHP-00023470,31933,14,False,,exact duplicate; retained first source row
SHP-00054030,11838,14,True,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00054030,31627,12,False,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00025509,11844,12,False,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00025509,42231,14,True,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00004488,11852,15,True,,exact duplicate; retained first source row
SHP-00004488,36321,15,False,,exact duplicate; retained first source row
SHP-00019203,11877,14,True,,exact duplicate; retained first source row
SHP-00019203,51980,14,False,,exact duplicate; retained first source row
SHP-00034079,11884,15,True,,exact duplicate; retained first source row
SHP-00034079,35101,15,False,,exact duplicate; retained first source row
SHP-00067594,11911,15,True,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00067594,14811,13,False,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00015073,11918,15,True,,exact duplicate; retained first source row
SHP-00015073,39272,15,False,,exact duplicate; retained first source row
SHP-00039317,11949,15,True,,exact duplicate; retained first source row
SHP-00039317,70589,15,False,,exact duplicate; retained first source row
SHP-00006401,11964,15,True,,exact duplicate; retained first source row
SHP-00006401,87890,15,False,,exact duplicate; retained first source row
SHP-00025100,11968,7,False,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00025100,80617,15,True,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00059069,11985,14,True,,exact duplicate; retained first source row
SHP-00059069,34577,14,False,,exact duplicate; retained first source row
SHP-00032080,12011,15,True,,exact duplicate; retained first source row
SHP-00032080,35297,15,False,,exact duplicate; retained first source row
SHP-00063419,12034,15,True,,exact duplicate; retained first source row
SHP-00063419,61736,15,False,,exact duplicate; retained first source row
SHP-00043205,12052,15,True,,exact duplicate; retained first source row
SHP-00043205,17028,15,False,,exact duplicate; retained first source row
SHP-00030223,12053,14,True,,exact duplicate; retained first source row
SHP-00030223,15475,14,False,,exact duplicate; retained first source row
SHP-00009771,12064,14,True,,exact duplicate; retained first source row
SHP-00009771,53886,14,False,,exact duplicate; retained first source row
SHP-00029239,12074,14,True,,exact duplicate; retained first source row
SHP-00029239,47070,14,False,,exact duplicate; retained first source row
SHP-00002535,12092,15,True,,exact duplicate; retained first source row
SHP-00002535,88116,15,False,,exact duplicate; retained first source row
SHP-00053536,12102,15,True,,exact duplicate; retained first source row
SHP-00053536,77561,15,False,,exact duplicate; retained first source row
SHP-00004932,12128,15,True,,exact duplicate; retained first source row
SHP-00004932,59594,15,False,,exact duplicate; retained first source row
SHP-00014492,12156,15,True,,exact duplicate; retained first source row
SHP-00014492,63004,15,False,,exact duplicate; retained first source row
SHP-00052548,12169,15,True,,exact duplicate; retained first source row
SHP-00052548,84975,15,False,,exact duplicate; retained first source row
SHP-00070131,12182,15,True,,exact duplicate; retained first source row
SHP-00070131,26201,15,False,,exact duplicate; retained first source row
SHP-00084852,12185,14,True,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00084852,39696,6,False,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00068695,12212,15,True,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00068695,75403,13,False,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00022151,12228,15,True,,exact duplicate; retained first source row
SHP-00022151,59526,15,False,,exact duplicate; retained first source row
SHP-00033434,12236,14,True,,exact duplicate; retained first source row
SHP-00033434,40577,14,False,,exact duplicate; retained first source row
SHP-00007000,12266,15,True,,exact duplicate; retained first source row
SHP-00007000,82073,15,False,,exact duplicate; retained first source row
SHP-00006374,12302,13,False,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00006374,59287,15,True,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00037755,12312,14,True,,exact duplicate; retained first source row
SHP-00037755,70033,14,False,,exact duplicate; retained first source row
SHP-00082409,12329,15,True,,exact duplicate; retained first source row
SHP-00082409,45989,15,False,,exact duplicate; retained first source row
SHP-00055396,12330,15,True,,exact duplicate; retained first source row
SHP-00055396,59990,15,False,,exact duplicate; retained first source row
SHP-00036759,12365,15,True,,exact duplicate; retained first source row
SHP-00036759,52475,15,False,,exact duplicate; retained first source row
SHP-00023884,12366,15,True,,exact duplicate; retained first source row
SHP-00023884,56540,15,False,,exact duplicate; retained first source row
SHP-00006274,12377,15,True,,exact duplicate; retained first source row
SHP-00006274,36697,15,False,,exact duplicate; retained first source row
SHP-00034148,12383,15,True,,exact duplicate; retained first source row
SHP-00034148,74977,15,False,,exact duplicate; retained first source row
SHP-00069969,12390,14,True,,exact duplicate; retained first source row
SHP-00069969,42682,14,False,,exact duplicate; retained first source row
SHP-00016159,12411,15,True,,exact duplicate; retained first source row
SHP-00016159,51318,15,False,,exact duplicate; retained first source row
SHP-00049862,12438,15,True,,exact duplicate; retained first source row
SHP-00049862,85106,15,False,,exact duplicate; retained first source row
SHP-00023687,12449,15,True,,exact duplicate; retained first source row
SHP-00023687,85491,15,False,,exact duplicate; retained first source row
SHP-00043742,12458,15,True,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00043742,86911,7,False,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00056675,12477,14,True,,exact duplicate; retained first source row
SHP-00056675,72410,14,False,,exact duplicate; retained first source row
SHP-00023895,12499,15,True,,exact duplicate; retained first source row
SHP-00023895,80619,15,False,,exact duplicate; retained first source row
SHP-00018535,12533,13,False,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00018535,63205,15,True,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00070554,12540,15,True,,exact duplicate; retained first source row
SHP-00070554,87414,15,False,,exact duplicate; retained first source row
SHP-00078206,12602,15,True,,exact duplicate; retained first source row
SHP-00078206,51451,15,False,,exact duplicate; retained first source row
SHP-00015564,12624,15,True,,exact duplicate; retained first source row
SHP-00015564,48341,15,False,,exact duplicate; retained first source row
SHP-00068763,12653,15,True,,exact duplicate; retained first source row
SHP-00068763,41958,15,False,,exact duplicate; retained first source row
SHP-00060911,12662,6,False,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00060911,53451,14,True,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00068002,12690,15,True,,exact duplicate; retained first source row
SHP-00068002,82989,15,False,,exact duplicate; retained first source row
SHP-00023342,12701,14,True,,exact duplicate; retained first source row
SHP-00023342,15907,14,False,,exact duplicate; retained first source row
SHP-00070778,12703,14,True,,exact duplicate; retained first source row
SHP-00070778,65752,14,False,,exact duplicate; retained first source row
SHP-00040859,12724,15,True,,exact duplicate; retained first source row
SHP-00040859,24745,15,False,,exact duplicate; retained first source row
SHP-00061936,12734,15,True,,exact duplicate; retained first source row
SHP-00061936,28949,15,False,,exact duplicate; retained first source row
SHP-00015542,12748,15,True,,exact duplicate; retained first source row
SHP-00015542,82196,15,False,,exact duplicate; retained first source row
SHP-00051025,12779,15,True,,exact duplicate; retained first source row
SHP-00051025,58465,15,False,,exact duplicate; retained first source row
SHP-00083287,12795,14,True,,exact duplicate; retained first source row
SHP-00083287,78290,14,False,,exact duplicate; retained first source row
SHP-00025213,12883,14,True,,exact duplicate; retained first source row
SHP-00025213,40842,14,False,,exact duplicate; retained first source row
SHP-00074315,12889,15,True,,exact duplicate; retained first source row
SHP-00074315,74546,15,False,,exact duplicate; retained first source row
SHP-00071559,12949,15,True,,exact duplicate; retained first source row
SHP-00071559,24806,15,False,,exact duplicate; retained first source row
SHP-00066713,12954,15,True,,exact duplicate; retained first source row
SHP-00066713,57584,15,False,,exact duplicate; retained first source row
SHP-00064164,12961,13,False,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00064164,45550,15,True,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00005115,12965,14,True,,exact duplicate; retained first source row
SHP-00005115,82365,14,False,,exact duplicate; retained first source row
SHP-00001355,12982,14,True,"transport_mode, shipment_weight_kg","retained highest-quality copy; conflict in transport_mode, shipment_weight_kg"
SHP-00001355,42122,4,False,"transport_mode, shipment_weight_kg","retained highest-quality copy; conflict in transport_mode, shipment_weight_kg"
SHP-00029687,13035,15,True,,exact duplicate; retained first source row
SHP-00029687,36418,15,False,,exact duplicate; retained first source row
SHP-00056292,13079,14,True,,exact duplicate; retained first source row
SHP-00056292,49601,14,False,,exact duplicate; retained first source row
SHP-00033240,13106,15,True,,exact duplicate; retained first source row
SHP-00033240,73402,15,False,,exact duplicate; retained first source row
SHP-00055716,13107,15,True,,exact duplicate; retained first source row
SHP-00055716,35437,15,False,,exact duplicate; retained first source row
SHP-00069309,13135,15,True,,exact duplicate; retained first source row
SHP-00069309,30377,15,False,,exact duplicate; retained first source row
SHP-00017759,13244,13,False,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00017759,53905,15,True,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00078956,13252,14,True,,exact duplicate; retained first source row
SHP-00078956,86680,14,False,,exact duplicate; retained first source row
SHP-00004399,13268,15,True,,exact duplicate; retained first source row
SHP-00004399,37636,15,False,,exact duplicate; retained first source row
SHP-00037904,13292,6,False,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00037904,26536,14,True,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00023199,13326,15,True,,exact duplicate; retained first source row
SHP-00023199,55452,15,False,,exact duplicate; retained first source row
SHP-00022383,13335,14,True,,exact duplicate; retained first source row
SHP-00022383,67495,14,False,,exact duplicate; retained first source row
SHP-00022569,13364,15,True,,exact duplicate; retained first source row
SHP-00022569,82757,15,False,,exact duplicate; retained first source row
SHP-00026560,13368,15,True,,exact duplicate; retained first source row
SHP-00026560,77606,15,False,,exact duplicate; retained first source row
SHP-00076786,13371,15,True,,exact duplicate; retained first source row
SHP-00076786,33152,15,False,,exact duplicate; retained first source row
SHP-00043462,13406,15,True,,exact duplicate; retained first source row
SHP-00043462,42300,15,False,,exact duplicate; retained first source row
SHP-00046413,13413,15,True,,exact duplicate; retained first source row
SHP-00046413,63769,15,False,,exact duplicate; retained first source row
SHP-00033520,13416,15,True,,exact duplicate; retained first source row
SHP-00033520,57801,15,False,,exact duplicate; retained first source row
SHP-00013428,13514,15,True,,exact duplicate; retained first source row
SHP-00013428,76588,15,False,,exact duplicate; retained first source row
SHP-00049882,13549,15,True,,exact duplicate; retained first source row
SHP-00049882,50059,15,False,,exact duplicate; retained first source row
SHP-00082840,13574,14,True,,exact duplicate; retained first source row
SHP-00082840,41119,14,False,,exact duplicate; retained first source row
SHP-00033226,13605,15,True,,exact duplicate; retained first source row
SHP-00033226,27313,15,False,,exact duplicate; retained first source row
SHP-00032895,13639,14,True,,exact duplicate; retained first source row
SHP-00032895,17112,14,False,,exact duplicate; retained first source row
SHP-00046097,13668,15,True,,exact duplicate; retained first source row
SHP-00046097,62772,15,False,,exact duplicate; retained first source row
SHP-00015420,13685,15,True,,exact duplicate; retained first source row
SHP-00015420,86934,15,False,,exact duplicate; retained first source row
SHP-00038811,13693,6,False,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00038811,72048,14,True,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00058953,13716,15,True,,exact duplicate; retained first source row
SHP-00058953,45746,15,False,,exact duplicate; retained first source row
SHP-00015573,13735,15,True,,exact duplicate; retained first source row
SHP-00015573,69710,15,False,,exact duplicate; retained first source row
SHP-00017582,13756,14,True,,exact duplicate; retained first source row
SHP-00017582,40849,14,False,,exact duplicate; retained first source row
SHP-00074043,13762,15,True,,exact duplicate; retained first source row
SHP-00074043,72146,15,False,,exact duplicate; retained first source row
SHP-00025635,13781,15,True,,exact duplicate; retained first source row
SHP-00025635,21928,15,False,,exact duplicate; retained first source row
SHP-00057150,13787,14,True,,exact duplicate; retained first source row
SHP-00057150,19000,14,False,,exact duplicate; retained first source row
SHP-00014765,13806,14,True,,exact duplicate; retained first source row
SHP-00014765,30019,14,False,,exact duplicate; retained first source row
SHP-00015894,13831,14,True,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00015894,19064,12,False,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00017334,13859,14,True,,exact duplicate; retained first source row
SHP-00017334,56839,14,False,,exact duplicate; retained first source row
SHP-00025065,13860,15,True,,exact duplicate; retained first source row
SHP-00025065,74302,15,False,,exact duplicate; retained first source row
SHP-00003487,13861,14,True,,exact duplicate; retained first source row
SHP-00003487,71951,14,False,,exact duplicate; retained first source row
SHP-00011331,13878,14,True,,exact duplicate; retained first source row
SHP-00011331,79705,14,False,,exact duplicate; retained first source row
SHP-00049500,13910,14,True,,exact duplicate; retained first source row
SHP-00049500,42434,14,False,,exact duplicate; retained first source row
SHP-00047408,13921,15,True,,exact duplicate; retained first source row
SHP-00047408,44277,15,False,,exact duplicate; retained first source row
SHP-00011109,13941,14,True,,exact duplicate; retained first source row
SHP-00011109,53372,14,False,,exact duplicate; retained first source row
SHP-00002453,13983,15,True,,exact duplicate; retained first source row
SHP-00002453,24339,15,False,,exact duplicate; retained first source row
SHP-00005232,14010,15,True,,exact duplicate; retained first source row
SHP-00005232,61258,15,False,,exact duplicate; retained first source row
SHP-00047462,14070,14,True,,exact duplicate; retained first source row
SHP-00047462,16163,14,False,,exact duplicate; retained first source row
SHP-00069360,14073,15,True,,exact duplicate; retained first source row
SHP-00069360,37460,15,False,,exact duplicate; retained first source row
SHP-00029783,14080,15,True,,exact duplicate; retained first source row
SHP-00029783,21620,15,False,,exact duplicate; retained first source row
SHP-00081859,14155,15,True,,exact duplicate; retained first source row
SHP-00081859,82239,15,False,,exact duplicate; retained first source row
SHP-00063547,14157,15,True,,exact duplicate; retained first source row
SHP-00063547,30552,15,False,,exact duplicate; retained first source row
SHP-00080105,14216,15,True,,exact duplicate; retained first source row
SHP-00080105,47965,15,False,,exact duplicate; retained first source row
SHP-00002500,14218,15,True,,exact duplicate; retained first source row
SHP-00002500,47156,15,False,,exact duplicate; retained first source row
SHP-00015474,14262,14,True,,exact duplicate; retained first source row
SHP-00015474,28075,14,False,,exact duplicate; retained first source row
SHP-00060271,14276,15,True,,exact duplicate; retained first source row
SHP-00060271,48398,15,False,,exact duplicate; retained first source row
SHP-00058919,14302,14,True,,exact duplicate; retained first source row
SHP-00058919,52820,14,False,,exact duplicate; retained first source row
SHP-00012760,14334,14,True,,exact duplicate; retained first source row
SHP-00012760,50415,14,False,,exact duplicate; retained first source row
SHP-00034212,14350,14,True,,exact duplicate; retained first source row
SHP-00034212,43171,14,False,,exact duplicate; retained first source row
SHP-00036558,14359,14,True,,exact duplicate; retained first source row
SHP-00036558,40969,14,False,,exact duplicate; retained first source row
SHP-00066447,14362,15,True,,exact duplicate; retained first source row
SHP-00066447,78202,15,False,,exact duplicate; retained first source row
SHP-00074434,14402,15,True,,exact duplicate; retained first source row
SHP-00074434,67289,15,False,,exact duplicate; retained first source row
SHP-00021484,14427,14,True,,exact duplicate; retained first source row
SHP-00021484,65876,14,False,,exact duplicate; retained first source row
SHP-00031263,14448,14,True,,exact duplicate; retained first source row
SHP-00031263,23746,14,False,,exact duplicate; retained first source row
SHP-00000118,14460,15,True,,exact duplicate; retained first source row
SHP-00000118,38570,15,False,,exact duplicate; retained first source row
SHP-00064269,14471,15,True,,exact duplicate; retained first source row
SHP-00064269,63098,15,False,,exact duplicate; retained first source row
SHP-00049000,14484,14,True,,exact duplicate; retained first source row
SHP-00049000,30589,14,False,,exact duplicate; retained first source row
SHP-00051009,14521,15,True,,exact duplicate; retained first source row
SHP-00051009,29352,15,False,,exact duplicate; retained first source row
SHP-00082764,14525,14,True,,exact duplicate; retained first source row
SHP-00082764,66754,14,False,,exact duplicate; retained first source row
SHP-00085784,14561,15,True,,exact duplicate; retained first source row
SHP-00085784,27168,15,False,,exact duplicate; retained first source row
SHP-00044465,14612,14,True,,exact duplicate; retained first source row
SHP-00044465,39744,14,False,,exact duplicate; retained first source row
SHP-00037970,14617,14,True,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00037970,54257,12,False,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00064396,14652,14,True,,exact duplicate; retained first source row
SHP-00064396,19774,14,False,,exact duplicate; retained first source row
SHP-00068329,14680,15,True,,exact duplicate; retained first source row
SHP-00068329,31113,15,False,,exact duplicate; retained first source row
SHP-00046955,14724,15,True,,exact duplicate; retained first source row
SHP-00046955,60412,15,False,,exact duplicate; retained first source row
SHP-00018049,14777,15,True,,exact duplicate; retained first source row
SHP-00018049,82753,15,False,,exact duplicate; retained first source row
SHP-00009693,14789,15,True,,exact duplicate; retained first source row
SHP-00009693,50663,15,False,,exact duplicate; retained first source row
SHP-00047405,14794,15,True,,exact duplicate; retained first source row
SHP-00047405,46451,15,False,,exact duplicate; retained first source row
SHP-00022647,14815,15,True,,exact duplicate; retained first source row
SHP-00022647,44790,15,False,,exact duplicate; retained first source row
SHP-00042669,14836,15,True,,exact duplicate; retained first source row
SHP-00042669,40017,15,False,,exact duplicate; retained first source row
SHP-00042043,14841,14,True,,exact duplicate; retained first source row
SHP-00042043,70452,14,False,,exact duplicate; retained first source row
SHP-00021335,14851,15,True,,exact duplicate; retained first source row
SHP-00021335,79056,15,False,,exact duplicate; retained first source row
SHP-00080961,14916,14,True,,exact duplicate; retained first source row
SHP-00080961,33214,14,False,,exact duplicate; retained first source row
SHP-00062635,14920,15,True,,exact duplicate; retained first source row
SHP-00062635,70824,15,False,,exact duplicate; retained first source row
SHP-00071613,14927,15,True,,exact duplicate; retained first source row
SHP-00071613,68093,15,False,,exact duplicate; retained first source row
SHP-00039228,15004,15,True,,exact duplicate; retained first source row
SHP-00039228,71278,15,False,,exact duplicate; retained first source row
SHP-00060322,15019,15,True,,exact duplicate; retained first source row
SHP-00060322,20589,15,False,,exact duplicate; retained first source row
SHP-00069248,15037,15,True,,exact duplicate; retained first source row
SHP-00069248,48546,15,False,,exact duplicate; retained first source row
SHP-00045964,15078,15,True,,exact duplicate; retained first source row
SHP-00045964,31437,15,False,,exact duplicate; retained first source row
SHP-00010823,15103,15,True,,exact duplicate; retained first source row
SHP-00010823,85305,15,False,,exact duplicate; retained first source row
SHP-00031524,15148,15,True,,exact duplicate; retained first source row
SHP-00031524,40359,15,False,,exact duplicate; retained first source row
SHP-00058334,15170,14,True,,exact duplicate; retained first source row
SHP-00058334,37922,14,False,,exact duplicate; retained first source row
SHP-00080209,15182,15,True,,exact duplicate; retained first source row
SHP-00080209,74084,15,False,,exact duplicate; retained first source row
SHP-00033368,15197,15,True,,exact duplicate; retained first source row
SHP-00033368,59889,15,False,,exact duplicate; retained first source row
SHP-00033676,15212,15,True,,exact duplicate; retained first source row
SHP-00033676,80256,15,False,,exact duplicate; retained first source row
SHP-00044412,15237,15,True,,exact duplicate; retained first source row
SHP-00044412,72235,15,False,,exact duplicate; retained first source row
SHP-00033709,15242,14,True,,exact duplicate; retained first source row
SHP-00033709,43113,14,False,,exact duplicate; retained first source row
SHP-00005476,15250,15,True,,exact duplicate; retained first source row
SHP-00005476,68064,15,False,,exact duplicate; retained first source row
SHP-00028151,15252,15,True,,exact duplicate; retained first source row
SHP-00028151,73878,15,False,,exact duplicate; retained first source row
SHP-00024971,15262,15,True,,exact duplicate; retained first source row
SHP-00024971,26252,15,False,,exact duplicate; retained first source row
SHP-00042197,15265,15,True,,exact duplicate; retained first source row
SHP-00042197,67202,15,False,,exact duplicate; retained first source row
SHP-00025164,15273,15,True,,exact duplicate; retained first source row
SHP-00025164,59108,15,False,,exact duplicate; retained first source row
SHP-00026721,15279,15,True,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00026721,36341,13,False,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00060938,15299,14,True,,exact duplicate; retained first source row
SHP-00060938,76745,14,False,,exact duplicate; retained first source row
SHP-00015295,15324,15,True,,exact duplicate; retained first source row
SHP-00015295,56823,15,False,,exact duplicate; retained first source row
SHP-00082201,15332,15,True,,exact duplicate; retained first source row
SHP-00082201,28852,15,False,,exact duplicate; retained first source row
SHP-00046817,15411,14,True,,exact duplicate; retained first source row
SHP-00046817,39506,14,False,,exact duplicate; retained first source row
SHP-00057729,15419,15,True,,exact duplicate; retained first source row
SHP-00057729,57435,15,False,,exact duplicate; retained first source row
SHP-00005204,15441,14,True,,exact duplicate; retained first source row
SHP-00005204,72874,14,False,,exact duplicate; retained first source row
SHP-00011777,15456,15,True,,exact duplicate; retained first source row
SHP-00011777,16585,15,False,,exact duplicate; retained first source row
SHP-00047229,15461,14,True,,exact duplicate; retained first source row
SHP-00047229,41260,14,False,,exact duplicate; retained first source row
SHP-00007537,15478,15,True,,exact duplicate; retained first source row
SHP-00007537,82853,15,False,,exact duplicate; retained first source row
SHP-00012928,15479,13,False,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00012928,82559,15,True,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00041891,15486,14,True,,exact duplicate; retained first source row
SHP-00041891,71813,14,False,,exact duplicate; retained first source row
SHP-00027240,15492,15,True,,exact duplicate; retained first source row
SHP-00027240,24536,15,False,,exact duplicate; retained first source row
SHP-00083348,15502,15,True,,exact duplicate; retained first source row
SHP-00083348,16403,15,False,,exact duplicate; retained first source row
SHP-00061612,15503,15,True,,exact duplicate; retained first source row
SHP-00061612,46685,15,False,,exact duplicate; retained first source row
SHP-00037592,15530,15,True,,exact duplicate; retained first source row
SHP-00037592,33283,15,False,,exact duplicate; retained first source row
SHP-00067563,15542,14,True,,exact duplicate; retained first source row
SHP-00067563,21234,14,False,,exact duplicate; retained first source row
SHP-00053151,15550,14,True,,exact duplicate; retained first source row
SHP-00053151,47225,14,False,,exact duplicate; retained first source row
SHP-00080223,15551,15,True,,exact duplicate; retained first source row
SHP-00080223,39034,15,False,,exact duplicate; retained first source row
SHP-00036584,15557,14,True,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00036584,53139,12,False,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00045665,15616,15,True,,exact duplicate; retained first source row
SHP-00045665,80061,15,False,,exact duplicate; retained first source row
SHP-00044033,15653,15,True,,exact duplicate; retained first source row
SHP-00044033,82232,15,False,,exact duplicate; retained first source row
SHP-00053578,15701,15,True,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00053578,83720,7,False,shipment_weight_kg,retained highest-quality copy; conflict in shipment_weight_kg
SHP-00021919,15717,15,True,,exact duplicate; retained first source row
SHP-00021919,25770,15,False,,exact duplicate; retained first source row
SHP-00031606,15729,15,True,,exact duplicate; retained first source row
SHP-00031606,78204,15,False,,exact duplicate; retained first source row
SHP-00068640,15746,14,True,,exact duplicate; retained first source row
SHP-00068640,26388,14,False,,exact duplicate; retained first source row
SHP-00082269,15753,14,True,,exact duplicate; retained first source row
SHP-00082269,36115,14,False,,exact duplicate; retained first source row
SHP-00064539,15757,15,True,,exact duplicate; retained first source row
SHP-00064539,78789,15,False,,exact duplicate; retained first source row
SHP-00085009,15794,15,True,,exact duplicate; retained first source row
SHP-00085009,36920,15,False,,exact duplicate; retained first source row
SHP-00053148,15796,15,True,,exact duplicate; retained first source row
SHP-00053148,67420,15,False,,exact duplicate; retained first source row
SHP-00051282,15804,15,True,,exact duplicate; retained first source row
SHP-00051282,82758,15,False,,exact duplicate; retained first source row
SHP-00058841,15809,14,True,,exact duplicate; retained first source row
SHP-00058841,33463,14,False,,exact duplicate; retained first source row
SHP-00031317,15815,15,True,,exact duplicate; retained first source row
SHP-00031317,72378,15,False,,exact duplicate; retained first source row
SHP-00029268,15852,15,True,,exact duplicate; retained first source row
SHP-00029268,81966,15,False,,exact duplicate; retained first source row
SHP-00057097,15863,15,True,,exact duplicate; retained first source row
SHP-00057097,57168,15,False,,exact duplicate; retained first source row
SHP-00036781,15865,15,True,,exact duplicate; retained first source row
SHP-00036781,63991,15,False,,exact duplicate; retained first source row
SHP-00030389,15889,15,True,,exact duplicate; retained first source row
SHP-00030389,72330,15,False,,exact duplicate; retained first source row
SHP-00007030,15894,15,True,,exact duplicate; retained first source row
SHP-00007030,52984,15,False,,exact duplicate; retained first source row
SHP-00014220,15912,14,True,,exact duplicate; retained first source row
SHP-00014220,60952,14,False,,exact duplicate; retained first source row
SHP-00076146,15914,15,True,,exact duplicate; retained first source row
SHP-00076146,67839,15,False,,exact duplicate; retained first source row
SHP-00051897,15921,14,True,,exact duplicate; retained first source row
SHP-00051897,79408,14,False,,exact duplicate; retained first source row
SHP-00085388,16035,15,True,,exact duplicate; retained first source row
SHP-00085388,79147,15,False,,exact duplicate; retained first source row
SHP-00079764,16059,15,True,,exact duplicate; retained first source row
SHP-00079764,43847,15,False,,exact duplicate; retained first source row
SHP-00001904,16068,14,True,,exact duplicate; retained first source row
SHP-00001904,41251,14,False,,exact duplicate; retained first source row
SHP-00043334,16078,14,True,,exact duplicate; retained first source row
SHP-00043334,45257,14,False,,exact duplicate; retained first source row
SHP-00031128,16083,15,True,,exact duplicate; retained first source row
SHP-00031128,29819,15,False,,exact duplicate; retained first source row
SHP-00022604,16134,15,True,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00022604,34028,13,False,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00018320,16152,15,True,,exact duplicate; retained first source row
SHP-00018320,29403,15,False,,exact duplicate; retained first source row
SHP-00062070,16244,15,True,,exact duplicate; retained first source row
SHP-00062070,76953,15,False,,exact duplicate; retained first source row
SHP-00029946,16246,14,True,,exact duplicate; retained first source row
SHP-00029946,71161,14,False,,exact duplicate; retained first source row
SHP-00073565,16297,15,True,,exact duplicate; retained first source row
SHP-00073565,64345,15,False,,exact duplicate; retained first source row
SHP-00048632,16300,14,True,,exact duplicate; retained first source row
SHP-00048632,24932,14,False,,exact duplicate; retained first source row
SHP-00000862,16303,14,True,,exact duplicate; retained first source row
SHP-00000862,37594,14,False,,exact duplicate; retained first source row
SHP-00085731,16306,14,True,,exact duplicate; retained first source row
SHP-00085731,43281,14,False,,exact duplicate; retained first source row
SHP-00028976,16353,15,True,,exact duplicate; retained first source row
SHP-00028976,25870,15,False,,exact duplicate; retained first source row
SHP-00036627,16386,14,True,,exact duplicate; retained first source row
SHP-00036627,81411,14,False,,exact duplicate; retained first source row
SHP-00045576,16419,15,True,,exact duplicate; retained first source row
SHP-00045576,20855,15,False,,exact duplicate; retained first source row
SHP-00044841,16420,15,True,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00044841,50747,13,False,transport_mode,retained highest-quality copy; conflict in transport_mode
SHP-00063623,16439,15,True,,exact duplicate; retained first source row
SHP-00063623,65337,15,False,,exact duplicate; retained first source row
